Регистрационный номер;Краткое наименование;Дата регистрации;Возраст компании, лет;Статус;Регион регистрации;Наименование ОКАТО;Вид деятельности/отрасль;Организационно-правовая форма;2019, Доходы, RUB;2020, Доходы, RUB;2021, Доходы, RUB;2019, Расходы, RUB;2020, Расходы, RUB;2021, Расходы, RUB;2019, Налоги, RUB;2020, Налоги, RUB;2021, Налоги, RUB;2019, Активы  всего, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2019, Капитал и резервы, RUB;2020, Капитал и резервы, RUB;2021, Капитал и резервы, RUB;2019, Пассивы всего, RUB;2020, Пассивы всего, RUB;2021, Пассивы всего, RUB;2019, Чистая прибыль (убыток), RUB;2020, Чистая прибыль (убыток), RUB;2021, Чистая прибыль (убыток), RUB;2019, Оплата труда, RUB;2020, Оплата труда, RUB;2021, Оплата труда, RUB;2019, Прибыль от приносящей доход деятельности, RUB;2020, Прибыль от приносящей доход деятельности, RUB;2021, Прибыль от приносящей доход деятельности, RUB;2019, Всего поступило средств, RUB;2020, Всего поступило средств, RUB;2021, Всего поступило средств, RUB;2019, Расходы на целевые мероприятия, RUB;2020, Расходы на целевые мероприятия, RUB;2021, Расходы на целевые мероприятия, RUB;2019, Расходы на содержание аппарата управления, RUB;2020, Расходы на содержание аппарата управления, RUB;2021, Расходы на содержание аппарата управления, RUB;2019, Приобретение основных средств, инвентаря и иного имущества, RUB;2020, Приобретение основных средств, инвентаря и иного имущества, RUB;2021, Приобретение основных средств, инвентаря и иного имущества, RUB;2019, Всего использовано средств, RUB;2020, Всего использовано средств, RUB;2021, Всего использовано средств, RUB;2019, Остаток средств на конец отчетного года, RUB;2020, Остаток средств на конец отчетного года, RUB;2021, Остаток средств на конец отчетного года, RUB
1035100153637;"ЧОУ ДПО ""СКБ""";13.10.1995;26,5;Действующая;Мурманская область;Мурманская область, Мурманск;Деятельность по дополнительному профессиональному образованию прочая, не включенная в другие группировки;Частные учреждения;;;;;;;;;;5 945 000;6 851 000;8 504 000;;;;5 945 000;6 851 000;8 504 000;-717 000;43 000;642 000;;;;;;;;;;;;;;;;;;;;;;;;
1126700000020;СКО;25.01.2012;10,5;Действующая;Смоленская область;Смоленская область, Смоленск;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 130 240 000;638 490 000;;2 240 163 000;1 128 177 000;;;;;;;;2 240 163 000;1 128 177 000;;489 687 000;
1107799016720;"ФОНД ""СКОЛКОВО""";21.05.2010;12,0;Действующая;Москва;Москва, Западный, Можайский;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Фонды;;;;;;;;;;12 578 580 000;14 873 657 000;13 661 833 000;8 956 016 000;9 086 199 000;12 364 013 000;12 578 580 000;14 873 657 000;13 661 833 000;322 994 000;246 900 000;383 820 000;;;;322 994 000;246 900 000;383 820 000;14 283 822 000;13 133 601 000;15 444 653 000;-11 165 845 000;-9 954 644 000;-9 469 613 000;-2 829 105 000;-2 557 151 000;-2 422 470 000;-64 457 000;-983 361 000;-91 334 000;-14 213 611 000;-13 804 762 000;-12 202 342 000;4 852 396 000;4 181 235 000;7 423 546 000
1022600005713;СКОПП КПРФ;12.04.1993;29,0;Действующая;Ставропольский край;Ставропольский край, Ставрополь;Деятельность политических организаций;Политические партии;;;;;;;;;;20 308 000;20 273 000;20 304 000;-325 000;-421 000;-1 086 000;20 308 000;20 273 000;20 304 000;;;;;;;;198 000;69 000;14 239 000;13 332 000;23 295 000;5 101 000;3 912 000;10 234 000;10 429 000;9 150 000;13 222 000;;;138 000;15 896 000;13 428 000;23 960 000;-526 000;-622 000;-1 287 000
1092600002054;СКФА;25.09.2009;12,5;Действующая;Ставропольский край;Ставропольский край, Ставрополь, Промышленный;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150 000;;;150 000;;;;;;;;;150 000;;;
1036200006457;"БФ ""СЛАВЯНСКИЕ ТРАДИЦИИ""";25.06.2003;19,0;Действующая;Московская область;Московская область, Ногинск, Старая Купавна;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Благотворительные фонды;;;;;;;;;;1 000;11 000;11 000;1 000;11 000;11 000;1 000;11 000;11 000;;;;;;;;;;273 000;358 000;424 000;158 000;194 000;263 000;88 000;98 000;103 000;;;;279 000;348 000;424 000;1 000;11 000;11 000
1038605502968;"МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ЦЕРКОВЬ ХРИСТИАН ВЕРЫ ЕВАНГЕЛЬСКОЙ (ПЯТИДЕСЯТНИКОВ) ""СЛОВО ЖИЗНИ"" Г. НИЖНЕВАРТОВСКА";21.10.1992;29,5;Действующая;Тюменская область;Тюменская область, Нижневартовск;Деятельность религиозных организаций;Религиозные организации;;;;;;;;;;55 335 000;;;;;;55 335 000;;;;;;4 596 000;;;;;;9 223 000;;;21 000;;;6 870 000;;;176 000;;;9 180 000;;;198 000;;
1037739249569;"МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ БИБЛЕЙСКИЙ ЦЕНТР ХРИСТИАН ВЕРЫ ЕВАНГЕЛЬСКОЙ ""СЛОВО ЖИЗНИ""";08.07.1994;28,0;Действующая;Москва;Москва, Северо-Восточный, Алексеевский;Деятельность религиозных организаций;Религиозные организации;;;;;;;;;;203 216 000;274 491 000;295 885 000;200 408 000;270 114 000;294 916 000;203 216 000;274 491 000;295 885 000;209 000;235 000;2 547 000;57 571 000;47 734 000;;209 000;235 000;2 547 000;138 781 000;148 679 000;147 353 000;10 036 000;5 355 000;9 202 000;72 712 000;65 908 000;100 463 000;961 000;149 714 000;6 161 000;83 709 000;220 978 000;115 826 000;95 203 000;22 904 000;54 432 000
1025480000611;"МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ЦЕРКОВЬ ХРИСТИАН ВЕРЫ ЕВАНГЕЛЬСКОЙ (ПЯТИДЕСЯТНИКОВ) ""СЛОВО ЖИЗНИ""";11.07.1996;26,0;Действующая;Новосибирская область;Новосибирская область, Новосибирск, Дзержинский;Деятельность религиозных организаций;Религиозные организации;;;;;;;;;;837 000;;;-3 699 000;;;837 000;;;-2 015 000;;;;;;;;;;;;;;;;;;;;;;;;;;
1137800007773;"ФОНД ""СЛОВОМ И ДЕЛОМ""";21.08.2013;8,5;Действующая;Санкт-Петербург;Санкт-Петербург, Кронштадтский;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;Благотворительные фонды;;;;;;;;;;80 000;672 000;823 000;77 000;672 000;823 000;80 000;672 000;823 000;-1 000;;-12 000;;;;;;;1 335 000;3 045 000;2 796 000;1 095 000;2 275 000;2 415 000;198 000;173 000;230 000;;80 000;;1 294 000;2 530 000;2 645 000;77 000;592 000;743 000
1124800000797;"АНО ""СЛУЖБА МЕДИАЦИИ""";20.06.2012;10,0;Действующая;Липецкая область;Липецкая область, Липецк, Советский;Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам;Автономные некоммерческие организации;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1097799008614;"АНО ""СЛУЖБА ""ЯСНОЕ УТРО""";21.05.2009;13,0;Действующая;Москва;Москва, Восточный, Перово;Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам;Автономные некоммерческие организации;;;;;;;;;;23 497 000;28 547 000;36 529 000;23 492 000;;36 282 000;23 497 000;28 547 000;36 529 000;1 677 000;869 000;1 035 000;;;;1 677 000;870 000;1 034 000;19 312 000;17 476 000;19 193 000;10 420 000;11 024 000;10 062 000;964 000;1 583 000;1 142 000;18 000;8 000;39 000;11 412 000;12 620 000;11 258 000;23 492 000;28 347 000;36 282 000
1025202609410;"НАННО ""СЛУЖЕНИЕ""";20.04.1995;27,0;Действующая;Нижегородская область;Нижегородская область, Нижний Новгород, Нижегородский;Деятельность прочих общественных организаций;Объединения юридических лиц;;;;;;;;;;1 694 000;7 028 000;8 552 000;;;;1 694 000;7 028 000;8 552 000;;;;;;;;;;5 171 000;11 389 000;12 297 000;4 939 000;;10 757 000;;5 922 000;;;;;4 939 000;5 922 000;10 818 000;1 554 000;7 021 000;8 500 000
1200200018996;СМАРТ ГИМНАЗИЯ;18.03.2020;2,0;Действующая;Башкортостан (Республика);Республика Башкортостан, Уфа, Октябрьский;Образование основное общее;Автономные некоммерческие организации;;;;;;;;;;;;3 327 000;;;3 327 000;;;3 327 000;;;;;;;;;;;;4 971 000;;;198 000;;;386 000;;;950 000;;;1 644 000;;;3 327 000
1037739241187;ПРОФСОЮЗ РАБОТНИКОВ ЗДРАВООХРАНЕНИЯ РФ;05.06.1991;31,0;Действующая;Москва;Москва, Юго-Западный, Гагаринский;Деятельность профессиональных союзов;Профсоюзные организации;;;;;;;;;;865 657 000;924 858 000;938 782 000;864 524 000;923 881 000;937 658 000;865 657 000;924 858 000;938 782 000;18 330 000;8 139 000;;;;;18 330 000;8 139 000;;297 255 000;302 107 000;298 577 000;42 237 000;57 283 000;59 682 000;80 790 000;87 249 000;113 737 000;280 000;2 302 000;8 518 000;200 403 000;243 788 000;292 377 000;856 706 000;915 025 000;921 225 000
1121600002050;ТЕРРИТОРИАЛЬНАЯ ОРГАНИЗАЦИЯ ОБЩЕРОССИЙСКОГО ПРОФСОЮЗА ОБРАЗОВАНИЯ АВИАСТРОИТЕЛЬНОГО И НОВО-САВИНОВСКОГО РАЙОНОВ ГОРОДА КАЗАНИ;23.04.2012;10,0;Действующая;Республика Татарстан;Республика Татарстан, Казань, Ново-Савиновский;Деятельность профессиональных союзов;Профсоюзные организации;;;;;;;;;;;3 176 000;1 593 000;;;;;3 176 000;1 593 000;;;;;;;;;;;15 817 000;18 281 000;;11 904 000;14 446 000;;4 469 000;5 296 000;;;;;16 373 000;19 742 000;;3 034 000;1 573 000
1207100003043;"ТРООУРС ""СММ""";06.03.2020;2,0;Действующая;Тульская область;Тульская область, Тула, Привокзальный;Деятельность прочих общественных организаций, не включенных в другие группировки;Общественные организации;;;;;;;;;;;25 000;153 000;;;;;25 000;153 000;;;;;;;;;;;79 000;276 000;;6 000;44 000;;48 000;104 000;;;;;54 000;148 000;;25 000;153 000
1068700000555;"АССОЦИАЦИЯ ""СМО ЧАО""";30.08.2006;15,5;Действующая;Чукотский автономный округ;Чукотский автономный округ, Анадырь;Деятельность прочих общественных организаций, не включенных в другие группировки;Советы муниципальных образований субъектов Российской Федерации;;;;;;;;;;2 492 000;1 629 000;2 375 000;;;;2 492 000;1 629 000;2 375 000;-24 000;-25 000;-25 000;;;;;;;1 500 000;2 100 000;1 800 000;;;;1 500 000;2 100 000;1 800 000;;;;1 500 000;2 100 000;1 800 000;;;
