name,ogrn,status,region,okopf,okopf_id
"ФОНД ""+7""",1157700012887,Действующая,Москва,Фонды,70400
"100 ЛЕТ ПРОФДВИЖЕНИЯ РОССИИ, ФОНД",1047797031974,Действующая,Москва,Фонды,70400
"100+1, ФОНД",1167700056809,Действующая,Москва,Фонды,70400
"100-ЛЕТИЕ СССР, ФОНД",1187700019869,Действующая,Москва,Фонды,70400
"101 КИЛОМЕТР. ПОДВИЖНИКИ МАЛОЯРОСЛАВЦА, БФ",1167700057568,Действующая,Москва,Благотворительные фонды,70401
"11 ЧАСОВЫХ ПОЯСОВ, БФ",1217700495891,Действующая,Москва,Благотворительные фонды,70401
"12, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1157700001140,Действующая,Москва,Благотворительные фонды,70401
"179, ФСОП",1207700007151,Действующая,Москва,Фонды,70400
"1ПОМОГАЕТ, БФ",1167700056347,Действующая,Москва,Благотворительные фонды,70401
"2035, ФОНД",1217700615010,Действующая,Москва,Фонды,70400
"3Д, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700012080,Действующая,Москва,Благотворительные фонды,70401
"42, ФОНД",1197700006063,Ликвидируется,Москва,Фонды,70400
"459 ОРСПН, ФОНД",1217700471890,Действующая,Москва,Благотворительные фонды,70401
"5 СВОБОД, БФЗЖ",1167700051826,Действующая,Москва,Благотворительные фонды,70401
"52, ФОНД",1177700003040,Действующая,Москва,Фонды,70400
"5541 ДОБРО, БФ",1147799011612,Действующая,Москва,Благотворительные фонды,70401
"60 ЛЕТ ПОБЕДЫ, НО ФОНД",1057748253860,Действующая,Москва,Фонды,70400
"7 ЖИЗНЕЙ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1157700001689,Действующая,Москва,Благотворительные фонды,70401
"770, БФ",1197700007042,Действующая,Москва,Благотворительные фонды,70401
"XL, ФОНД",1027739270350,Действующая,Москва,Фонды,70400
"XXI ВЕК БЕЗ НАСИЛИЯ, МЕЖДУНАРОДНЫЙ ФОНД",1037700226981,Действующая,Москва,Фонды,70400
"XXI ВЕК БЕЗ РАКА, БФ",1097799042857,Действующая,Москва,Благотворительные фонды,70401
"XXI ВЕК, РОФ",1027700370114,Действующая,Москва,Общественные фонды,70403
"XXI ВЕК, ФРСП",1077799006350,Действующая,Москва,Фонды,70400
"XXI ВЕК-ДЕТЯМ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027739474234,Действующая,Москва,Благотворительные фонды,70401
"ЁЛКИ ДРУЖБЫ, ФОНД",1147799018608,Действующая,Москва,Фонды,70400
А ФОНД,1027700008093,Действующая,Москва,Общественные фонды,70403
"А-СЕРВИС 1, ФОНД",1187700016492,Действующая,Москва,Фонды,70400
"А-СЕРВИС 2, ФОНД",1187700016569,Действующая,Москва,Фонды,70400
"А.В. ГОРСКОГО, ФОНД",1147799012415,Действующая,Москва,Фонды,70400
"А.В., ФОНД КУЛЬТУРЫ",1027801528193,Действующая,Москва,Фонды,70400
"А.Н. СИДЕЛЬНИКОВА, ФОНД ИМ.",1027731000956,Действующая,Москва,Фонды,70400
"А.П. МАРЕСЬЕВА, ФОНД",1027739200851,Действующая,Москва,Общественные фонды,70403
"А.П. ПОЧИНКА, ФОНД ИМ.",1167700052585,Действующая,Москва,Фонды,70400
"А.С. ГРИБОЕДОВА, ФОНД",1187700002874,Действующая,Москва,Фонды,70400
"А.УСМАНОВА, ФОНД",1027729004269,Действующая,Москва,Благотворительные фонды,70401
"А.Ф. РОМАНОВОЙ, БФ ИМ.",1117799005235,Действующая,Москва,Благотворительные фонды,70401
"АБИЛИТАЦИЯ, ФОНД",1077799027052,Действующая,Москва,Общественные фонды,70403
"АБРИС, ФОНД",1107799024772,Действующая,Москва,Фонды,70400
"АБС ЭЛЕКТРО, БФ",1037739325557,Действующая,Москва,Благотворительные фонды,70401
"АБСИДА, ФОНД",1097799002729,Действующая,Москва,Фонды,70400
"АБСОЛЮТ 5, ФОНД",1187700008638,Действующая,Москва,Фонды,70400
"АБСОЛЮТ 7, ФОНД",1187700008649,Действующая,Москва,Фонды,70400
"АВАНА, ХРИСТИАНСКИЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1037739388280,Действующая,Москва,Благотворительные фонды,70401
"АВАНГАРД, НО ФОНД РАЗВИТИЯ СПОРТА",1037720025661,Действующая,Москва,Фонды,70400
"АВАНТИ (ВПЕРЕД), ФОНД",1187700004502,Действующая,Москва,Фонды,70400
"АВАТАР, БФ",1127799005861,Действующая,Москва,Благотворительные фонды,70401
"АВЕ МАРИЯ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ ГУМАНИТАРНЫХ ИНИЦИАТИВ",1137799022426,Действующая,Москва,Благотворительные фонды,70401
"АВЕ МАРИЯ, Р.О.Ф.С.Р.К. И И. ИМ. Л.П. АБРАМОВОЙ",1037739585070,Действующая,Москва,Общественные фонды,70403
"АВЕРС, ФОНД",1037739148501,Действующая,Москва,Фонды,70400
АВИАКОСМОФОНД,1027739715520,Действующая,Москва,Фонды,70400
"АВИАТОР, ФОНД",1187700003589,Действующая,Москва,Фонды,70400
"АВИАТОР, ФОНД",1167700073441,Действующая,Москва,Фонды,70400
"АВИАФОНД, ФОНД",1025000652951,Действующая,Москва,Фонды,70400
"АВИАЦИОННО-КОСМИЧЕСКИЙ ФОНД, МОФ",1037746023061,Действующая,Москва,Общественные фонды,70403
АВИАЦИОННЫЙ ФОНД СОДЕЙСТВИЯ,1047796107996,Действующая,Москва,Фонды,70400
"АВИАЦИЯ-ДЕТЯМ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1137799002032,Действующая,Москва,Благотворительные фонды,70401
"АВИС, ФОНД",1207700307869,Действующая,Москва,Фонды,70400
"АВРОРА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1097799012805,Действующая,Москва,Благотворительные фонды,70401
"АВРОРА, ФОНД",1207700152440,Действующая,Москва,Фонды,70400
"АВРОРА, ФОНД",1057748151845,Действующая,Москва,Благотворительные фонды,70401
"АВРОРА, ФПСР",1207700313314,Действующая,Москва,Фонды,70400
"АВТОКАРТ, НЕКОМЕРЧЕСКИЙ ФОНД",1047796126586,Действующая,Москва,Фонды,70400
"АВТОМИЛОСЕРДИЕ, ФОНД",1037739718246,Действующая,Москва,Благотворительные фонды,70401
"АВТОМОБИЛЕЙ ИСТОРИИ, ФОНД",1197700007119,Действующая,Москва,Фонды,70400
"АВТОМОРЕ, БФ",1177700021950,Действующая,Москва,Благотворительные фонды,70401
"АВТОПРОФИ, ФОНД",1177700001236,Действующая,Москва,Фонды,70400
"АВТОРСКАЯ ПЕСНЯ (НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ), ФОНД",1037739683387,Действующая,Москва,Фонды,70400
"АВТОСПОРТ, НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ФОНД",1027739489073,Действующая,Москва,Фонды,70400
АГАПЕ,1047796535874,Действующая,Москва,Фонды,70400
"АГАПЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1037739205690,Действующая,Москва,Благотворительные фонды,70401
"АГАТ, ФОНД",1025001769363,Действующая,Москва,Фонды,70400
"АГАФОН, ФОНД ПОДДЕРЖКИ И РАЗВИТИЯ ЭТИКИ, НАУКИ И ОБРАЗОВАНИЯ",1127799021536,Действующая,Москва,Общественные фонды,70403
"АГЕЕВЫ КОНЮШНИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1097799007085,Ликвидируется,Москва,Благотворительные фонды,70401
АГЕНТСТВО ИНФРАСТРУКТУРНОГО РАЗВИТИЯ ЯНАО,1168900050197,Действующая,Москва,Фонды,70400
"АГЕНТСТВО СОЦИАЛЬНОГО ИСКУССТВА, ФОНД",1217700625130,Действующая,Москва,Фонды,70400
"АГНИЯ, ФОНД",1087799009506,Действующая,Москва,Фонды,70400
"АГРО СОДЕЙСТВИЕ, ФОНД",1227700303104,Действующая,Москва,Фонды,70400
"АГРОТЕХ, ФОНД",1197700004941,Действующая,Москва,Фонды,70400
"АДАБ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ",1027724001997,Действующая,Москва,Благотворительные фонды,70401
"АДАМ, БФ",1227700410651,Действующая,Москва,Благотворительные фонды,70401
"АДАМАНТ ЦЕНТР, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ПОМОЩИ ВЕТЕРАНАМ, ВОЕННОСЛУЖАЩИМ И СОТРУДНИКАМ ПРАВООХРАНИТЕЛЬНЫХ ОРГАНОВ",1027739719798,Действующая,Москва,Общественные фонды,70403
"АДАПТАЦИЯ, ФОНД",1187700022102,Действующая,Москва,Фонды,70400
"АДВОКАТСКАЯ ИНИЦИАТИВА, ФОНД",1037739896226,Действующая,Москва,Фонды,70400
"АДЕЛИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1097799011122,Действующая,Москва,Благотворительные фонды,70401
"АДЕМПИЕРЕ, ФОНД",1127799008325,Действующая,Москва,Общественные фонды,70403
"АДК, ФОНД",1027739585103,Действующая,Москва,Фонды,70400
"АДМИРАЛ УШАКОВ, БФВМК",1037739526857,Действующая,Москва,Благотворительные фонды,70401
"АДМИРАЛА ФЛОТА ГОРШКОВА, ФОНД",1177700008309,Действующая,Москва,Фонды,70400
"АДЫГИ ИМ. Ю.Х. КАЛМЫКОВА, ФОНД",1117799020283,Действующая,Москва,Фонды,70400
"АЗ, ФОНД",1187700012158,Действующая,Москва,Фонды,70400
"АЗБУКА ВЕРЫ, ФОНД",1157700001250,Действующая,Москва,Фонды,70400
"АЗБУКА ЖИЗНИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1157700012183,Действующая,Москва,Благотворительные фонды,70401
"АЗБУКА Н, СО НКО БФ ДЕНИСА КУРАКИНА",1197700009011,Действующая,Москва,Благотворительные фонды,70401
АЗИЯ ФОНД,1027714015405,Действующая,Москва,Фонды,70400
"АЗИЯ, ФОНД",1137799021271,Действующая,Москва,Благотворительные фонды,70401
"АЗОРЭЛЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1167700058085,Действующая,Москва,Благотворительные фонды,70401
"АИР, ФОНД",1217700444928,Действующая,Москва,Фонды,70400
"АИСТ, ФОНД",1207700097000,Действующая,Москва,Фонды,70400
"АИФ. ДОБРОЕ СЕРДЦЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1057748415977,Действующая,Москва,Благотворительные фонды,70401
"АЙАСТАН, ФОНД",1117799010229,Действующая,Москва,Благотворительные фонды,70401
"АЙВЕНГО, НО БФ",1087799028877,Действующая,Москва,Благотворительные фонды,70401
"АЙКЬЮ ДОБРО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1217700464585,Действующая,Москва,Благотворительные фонды,70401
"АЙРИС, ФОНД",1087799027480,Действующая,Москва,Фонды,70400
"АКАДЕМИК, ФОНД",1177700002160,Действующая,Москва,Фонды,70400
"АКАДЕМИКА НОРБЕКОВА, ФОНД",1037739343025,Действующая,Москва,Благотворительные фонды,70401
"АКАДЕМИЯ АНИМАЦИОННОГО ИСКУССТВА ИМЕНИ Ф.С. ХИТРУКА, ФРАК",1207700354553,Действующая,Москва,Фонды,70400
"АКАДЕМИЯ ЖИЗНИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1217700144947,Действующая,Москва,Благотворительные фонды,70401
"АКАДЕМИЯ ЗАБОТЫ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1207700414954,Действующая,Москва,Благотворительные фонды,70401
"АКАДЕМИЯ МИКРОКОСМОС, ФОНД",1067746081072,Действующая,Москва,Фонды,70400
"АКАДЕМИЯ ХОРОВОЙ КУЛЬТУРЫ, ФОНД",1207700195383,Действующая,Москва,Фонды,70400
"АКАДЕМИЯ, НО ФОНД РАЗВИТИЯ СОЦИАЛЬНЫХ И ГУМАНИТАРНЫХ НАУК",1027700580445,Действующая,Москва,Фонды,70400
"АКАЙ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1177700010927,Действующая,Москва,Благотворительные фонды,70401
"АКВАТИК, БФ",1207700371856,Действующая,Москва,Благотворительные фонды,70401
"АКК, НКФ",1147799006112,Действующая,Москва,Фонды,70400
"АККОРД, ННФ БФП И Р ШИ",1037739604506,Действующая,Москва,Благотворительные фонды,70401
"АКСИЛИУМ (ПОМОЩЬ), ФОНД",1217700569965,Действующая,Москва,Фонды,70400
"АКТИВ, ФОНД",1227700314951,Действующая,Москва,Фонды,70400
"АКТИВАЦИЯ, БФ",1187700018087,Действующая,Москва,Благотворительные фонды,70401
"АКТИВНАЯ ЖИЗНЬ, ФОНД",1177700014766,Действующая,Москва,Фонды,70400
"АКТИВНАЯ ЖИЗНЬ, НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ФОНД РАЗВИТИЯ И ПОДДЕРЖКИ СПОРТА",1027739528915,Действующая,Москва,Фонды,70400
"АКУЛА, ФОНД",1217700098604,Действующая,Москва,Фонды,70400
"АЛАЙСКОЕ ОБЩЕСТВО ( АЛАЙ КООМУ ), БФ",1187700006890,Действующая,Москва,Благотворительные фонды,70401
"АЛАНСКОЕ НАСЛЕДИЕ, ФОНД",1127799018467,Действующая,Москва,Фонды,70400
"АЛАНТЫ ФАРН, БФ",1167700064652,Действующая,Москва,Благотворительные фонды,70401
"АЛАТЫРЬ, БФ",1167700060923,Действующая,Москва,Благотворительные фонды,70401
"АЛГОРИТМ СПАСЕНИЯ, ФОНД",1207700363859,Действующая,Москва,Фонды,70400
"АЛЕКСАНДР ЗИНОВЬЕВ, ФОНД",1187700006372,Действующая,Москва,Фонды,70400
"АЛЕКСАНДР НЕВСКИЙ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОДЕЙСТВИЯ ДУХОВНОМУ И НРАВСТВЕННОМУ РАЗВИТИЮ МОЛОДЕЖИ",1157700015186,Действующая,Москва,Благотворительные фонды,70401
"АЛЕКСАНДР, БФ",1127799000262,Действующая,Москва,Благотворительные фонды,70401
"АЛЕКСАНДРА ЖУКОВА, ФОНД",1057748314260,Действующая,Москва,Благотворительные фонды,70401
"АЛЕКСАНДРА ЗИНОВЬЕВА, ФОНД",1217700557953,Действующая,Москва,Фонды,70400
"АЛЕКСАНДРА ЛАБАСА И РАИСЫ ИДЕЛЬСОН, ФОНД",1177700013523,Действующая,Москва,Фонды,70400
"АЛЕКСАНДРА НЕВСКОГО, ФОНД",1057746248592,Действующая,Москва,Фонды,70400
"АЛЕКСАНДРА ОЛЕШКО, ФОНД",1207700337240,Действующая,Москва,Фонды,70400
"АЛЕКСАНДРА ПОВЕТКИНА, ФОНД",1157700006012,Действующая,Москва,Фонды,70400
"АЛЕКСАНДРА ПЯТИГОРСКОГО, ФОНД",1127799016927,Действующая,Москва,Фонды,70400
"АЛЕКСАНДРА, ФОНД",1187700017120,Действующая,Москва,Фонды,70400
"АЛЕКСАНДРОВО, ЩАПОВСКИЙ ФОНД РАЗВИТИЯ",1065074037005,Действующая,Москва,Фонды,70400
"АЛЕКСАНДРОВСКИЙ КОМИТЕТ, МЕЖДУНАРОДНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1077799031166,Действующая,Москва,Благотворительные фонды,70401
"АЛЕКСАННА, БФ СЕМЬИ ЛЬВОВЫХ",1187700004216,Действующая,Москва,Благотворительные фонды,70401
"АЛЕКСЕЯ КОЗЛОВА, ФОНД",1117799018897,Действующая,Москва,Фонды,70400
"АЛЕНЬКИЙ ЦВЕТОЧЕК, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1127799014221,Действующая,Москва,Благотворительные фонды,70401
АЛИМЕНТНЫЙ ФОНД,1207700071149,Действующая,Москва,Благотворительные фонды,70401
"АЛИНЫ КАБАЕВОЙ, ФОНД",1087799027007,Действующая,Москва,Благотворительные фонды,70401
"АЛИОТ, БФ",1197700002972,Действующая,Москва,Благотворительные фонды,70401
"АЛИСА, БФ",1117799021010,Действующая,Москва,Благотворительные фонды,70401
"АЛЛЫ БАЯНОВОЙ, ФОНД",1137799000679,Действующая,Москва,Фонды,70400
"АЛМАЗ, ФОНД",1187700001906,Действующая,Москва,Фонды,70400
"АЛМАЗ-ХОЛДИНГ, НФ",1037739591823,Действующая,Москва,Фонды,70400
"АЛФАВИТ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1047796688642,Действующая,Москва,Благотворительные фонды,70401
"АЛЫЕ ПАРУСА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147799017365,Действующая,Москва,Благотворительные фонды,70401
"АЛЫЕ ПАРУСА, НО БФ",1037707022088,Действующая,Москва,Благотворительные фонды,70401
"АЛЬ-АМИН, ФОНД",1147799011623,Действующая,Москва,Фонды,70400
"АЛЬДОЭДИ, ФОНД",1037789043863,Действующая,Москва,Фонды,70400
"АЛЬТА ВИТА, НО ФОНД",1037739066892,Действующая,Москва,Благотворительные фонды,70401
"АЛЬТАИР, ФОНД",1127799025485,Действующая,Москва,Фонды,70400
"АЛЬТЕРНАТИВА, ФПР",1027700060640,Действующая,Москва,Фонды,70400
"АЛЬТЕРНАТИВА, ФОНД",1037735004944,Действующая,Москва,Общественные фонды,70403
"АЛЬТЭНЕРГО, ФОНД",1027704006901,Действующая,Москва,Фонды,70400
"АЛЬФА ЦЕНТАВРА, ФОНД",1197700011211,Действующая,Москва,Фонды,70400
"АЛЬФА ЦР, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1187700010827,Действующая,Москва,Благотворительные фонды,70401
"АЛЬФА, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОДЕЙСТВИЯ ПРАВООХРАНИТЕЛЬНЫМ ОРГАНАМ",1037739536559,Действующая,Москва,Благотворительные фонды,70401
"АЛЬФА-БАНК, ФОНД СОЦИАЛЬНОЙ ЗАЩИТЫ СОТРУДНИКОВ АО",1027700340084,Действующая,Москва,Фонды,70400
"АЛЬФА-ЦЕНТР, ФОНД",1027700522013,Действующая,Москва,Фонды,70400
"АЛЬФА-ШАНС, БФ",1137799022481,Действующая,Москва,Благотворительные фонды,70401
АЛЬФЭЛЬ,1047796343770,Действующая,Москва,Фонды,70400
"АЛЬЦРУС, ФОНД",1197700007900,Действующая,Москва,Фонды,70400
"АЛЬЯНС ПОДДЕРЖКИ МЕЦЕНАТСКИХ ИНИЦИАТИВ, ФОНД ПОДДЕРЖКИ КУЛЬТУРНЫХ ИНИЦИАТИВ",1127799003892,Действующая,Москва,Фонды,70400
"АЛЬЯНС, ФОНД",1147799011315,Действующая,Москва,Фонды,70400
"АМАДЕУС, ФОНД",1157700019278,Действующая,Москва,Фонды,70400
"АМЕТИСТ, МЕЖРЕГИОНАЛЬНЫЙ ФОНД",1067746329397,Действующая,Москва,Фонды,70400
"АМЕТИСТОВА, ФОНД",1027739861852,Действующая,Москва,Фонды,70400
"АМОСТ, ФОНД",1027700424047,Действующая,Москва,Фонды,70400
"АМРИТА-ВЕСТ, НФ",1027708004356,Действующая,Москва,Фонды,70400
"АМУР И ВЕРА, ФОНД",1037700236683,Действующая,Москва,Благотворительные фонды,70401
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОМОЩИ И СОДЕЙСТВИЯ РАЗВИТИЮ СЕРДЕЧНО-СОСУДИСТОЙ ХИРУРГИИ,1127799012307,Действующая,Москва,Благотворительные фонды,70401
"АНАЛИТИЧЕСКИЙ ЦЕНТР ФОРУМ, ФОНД",1107799031801,Действующая,Москва,Фонды,70400
"АНАСТАСИОС, НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1037700160552,Действующая,Москва,Благотворительные фонды,70401
"АНАСТАСИС, БФ",1217700185890,Действующая,Москва,Благотворительные фонды,70401
"АНАСТАСИЯ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1132300004209,Действующая,Москва,Благотворительные фонды,70401
"АНАТОЛИЯ ВАСИЛЬЕВА, ФОНД",1107799032516,Действующая,Москва,Фонды,70400
"АНГАРА, ФОНД",1207700416550,Действующая,Москва,Фонды,70400
"АНГЕЛ ДОБРА И МИЛОСЕРДИЯ, ФОНД",1167700068876,Действующая,Москва,Фонды,70400
"АНГЕЛ ЖИЗНИ, БФ",1187700017405,Действующая,Москва,Благотворительные фонды,70401
"АНГЕЛ МИЛОСЕРДИЯ, ФОНД",1167700057800,Действующая,Москва,Фонды,70400
"АНГЕЛ НАДЕЖДЫ, БФ",1227700336445,Действующая,Москва,Благотворительные фонды,70401
"АНГЕЛ ХРАНИТЕЛЬ, ФОНД",1187700006757,Действующая,Москва,Фонды,70400
"АНГЕЛ, БФ",1197700003423,Действующая,Москва,Благотворительные фонды,70401
"АНГЕЛА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147799018146,Действующая,Москва,Благотворительные фонды,70401
"АНГЕЛОЧЕК С ДОБРЫМ СЕРДЦЕМ, БФ",1197700001730,Действующая,Москва,Благотворительные фонды,70401
"АНГЕЛЫ ОТЕЧЕСТВА, БФ",1187700007230,Действующая,Москва,Благотворительные фонды,70401
"АНГЕЛЫ СРЕДИ НАС, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1167700068381,Действующая,Москва,Благотворительные фонды,70401
"АНДРЕЕВСКИЙ ФОНД, НО",1077799013357,Действующая,Москва,Фонды,70400
"АНДРЕЯ БОГОЛЮБСКОГО, ФОНД",1117799010230,Действующая,Москва,Общественные фонды,70403
"АНДРЕЯ ВОЗНЕСЕНСКОГО, ФОНД",1117799009767,Действующая,Москва,Благотворительные фонды,70401
"АНДРЕЯ ГОНЧАРЕНКО, ФОНД",1117799021075,Действующая,Москва,Благотворительные фонды,70401
"АНДРЕЯ КАРЛОВА, ФОНД",1177700013369,Действующая,Москва,Фонды,70400
"АНДРЕЯ КОНЧАЛОВСКОГО, ФОНД",1207700463233,Действующая,Москва,Фонды,70400
"АНДРЕЯ КОНЧАЛОВСКОГО, ФОНД",1197700000574,Действующая,Москва,Фонды,70400
"АНДРЕЯ КУРАЕВА, ФОНД",1067746367710,Действующая,Москва,Общественные фонды,70403
"АНДРЕЯ МЕЛЬНИЧЕНКО, ФОНД",1167700068370,Действующая,Москва,Благотворительные фонды,70401
"АНДРЕЯ РУБЛЕВА, ФОНД",1177700021070,Действующая,Москва,Благотворительные фонды,70401
"АНДРЕЯ ЧЕГЛАКОВА, ФОНД",1117799020052,Действующая,Москва,Фонды,70400
"АНДРОМЕДА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147700000403,Действующая,Москва,Благотворительные фонды,70401
"АНДРОМЕДА, ФОНД",1227700326260,Действующая,Москва,Фонды,70400
"АНИВ, ФОНД",1157700005341,Действующая,Москва,Фонды,70400
"АНИМАЦИЯ ВСЕЙ СТРАНЫ, ФОНД",1207700041350,Действующая,Москва,Фонды,70400
"АНИСКИН, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1177700003590,Действующая,Москва,Благотворительные фонды,70401
"АННА МАРИЯ, БФ",1180400000220,Действующая,Москва,Благотворительные фонды,70401
"АННА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1126100002357,Действующая,Москва,Благотворительные фонды,70401
"АННА, МНБФ",1047796727659,Действующая,Москва,Благотворительные фонды,70401
"АНСАР, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027700389716,Действующая,Москва,Благотворительные фонды,70401
"АНТАЙТЛД ФАУНДЕЙШН (БЕЗЫМЯННЫЙ ФОНД), ФОНД",1187700010365,Действующая,Москва,Фонды,70400
"АНТЕЙ, РОБФ",1037739649562,Действующая,Москва,Фонды,70400
"АНТЕЙ, РОБФ",1037739709260,Действующая,Москва,Благотворительные фонды,70401
"АНТИКОНТРАФАКТ, ФОНД",1217700607629,Действующая,Москва,Фонды,70400
"АНТИКРИЗИС, НО ФОНД",1057749733073,Действующая,Москва,Фонды,70400
"АНТИКРИЗИС, ФОНД",1097799002730,Действующая,Москва,Общественные фонды,70403
"АНТИКРИЗИСНЫХ ПРОЕКТОВ, ФОНД",1177700001390,Действующая,Москва,Фонды,70400
"АНТИКЪ, ФОНД ДУХОВНО-НРАВСТВЕННОГО ПРОСВЕЩЕНИЯ",1157700003834,Действующая,Москва,Фонды,70400
"АНТИМАФИЯ, РОФ",1047746016119,Действующая,Москва,Общественные фонды,70403
"АНТИМИННЫЙ ЦЕНТР, ОФ",1027739111663,Действующая,Москва,Общественные фонды,70403
"АНТИСТРЕСС, ФОНД",1067746374343,Действующая,Москва,Благотворительные фонды,70401
"АНТИТЕРРОР, ФОНД",1027739512371,Действующая,Москва,Фонды,70400
"АНТОНИО МЕНЕГЕТТИ, НФ",1077799011950,Действующая,Москва,Фонды,70400
"АНТОШКА, БФПН",1187700001279,Действующая,Москва,Благотворительные фонды,70401
"АНТРОПОВА, ФОНД",1167700067941,Действующая,Москва,Фонды,70400
"АП, ФОНД",1227700439438,Действующая,Москва,Фонды,70400
"АПИ, ФОНД",1047796853280,Действующая,Москва,Фонды,70400
"АПИКОР-КУНЦЕВО, МФ",1027739668087,Действующая,Москва,Фонды,70400
"АПК-2050, ФОНД СКРЫННИК СТРАТЕГИИ",1167700062606,Действующая,Москва,Фонды,70400
АПОЛЛОН-ФОНД,1137799016233,Действующая,Москва,Фонды,70400
"АПОСТОЛ, БФ",1227700050148,Действующая,Москва,Благотворительные фонды,70401
"АПОСТОЛА АНДРЕЯ ПЕРВОЗВАННОГО; ФОНД АНДРЕЯ ПЕРВОЗВАННОГО, ФОНД",1027746000446,Действующая,Москва,Общественные фонды,70403
"АПОСТРОФ, ФОНД",1187700013379,Действующая,Москва,Фонды,70400
"АПРЕЛЬ, ФОНД",1167700059120,Действующая,Москва,Фонды,70400
"АПС-ЗДОРОВЬЕ -ЦЕНТР СИСТЕМНОЙ ДИАГНОСТИКИ И ОЗДОРОВЛЕНИЯ, НЕКОММЕРЧЕСКИЙ ФОНД",1027743002550,Действующая,Москва,Фонды,70400
"АРБАТ, ФОНД",1027700171630,Действующая,Москва,Фонды,70400
"АРБАТ, ФОНД",1027739678548,Действующая,Москва,Фонды,70400
"АРБАТ, ФОНД",1137799003650,Действующая,Москва,Фонды,70400
"АРБАТСКИЙ, БФ",1057747609534,Действующая,Москва,Благотворительные фонды,70401
"АРД КОНТИНЕНТ, НО БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1067799023819,Действующая,Москва,Благотворительные фонды,70401
"АРЕНА, ФОНД",1197700000343,Действующая,Москва,Фонды,70400
"АРИНА РОДИОНОВНА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1187700017779,Действующая,Москва,Благотворительные фонды,70401
АРИС,1027702004714,Действующая,Москва,Фонды,70400
"АРИФМЕТИКА ДОБРА, БФ",1147799003770,Действующая,Москва,Благотворительные фонды,70401
"АРК ФАУНДЕЙШН (ФОНД КОВЧЕГ), ФОНД",1177700014183,Действующая,Москва,Фонды,70400
"АРКТИКА-НАСЛЕДИЕ СЕВЕРА, БФ ФЕДОРА КОНЮХОВА",1157700000920,Действующая,Москва,Благотворительные фонды,70401
"АРКТИКА-СГ, ФОНД",1187700021387,Действующая,Москва,Фонды,70400
"АРМАВИРСКИЕ СОКОЛЫ, ФОНД",1107799015940,Действующая,Москва,Фонды,70400
"АРМЕЕЦ, ФОНД",1167700060758,Действующая,Москва,Фонды,70400
"АРМИЯ ДОБРА, БЛАГОТВОРИТЕЛЬНОЙ ФОНД",1227700105753,Действующая,Москва,Благотворительные фонды,70401
"АРМИЯ ДОВЕРИЯ, БФ",1207700234246,Действующая,Москва,Благотворительные фонды,70401
