name,ogrn,status,region,okopf,okopf_id
"ПОМОЩИ ДЕТЯМ СОСТРАДАНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1132100000515,Действующая,Чувашская Республика-Чувашия,Благотворительные фонды,70401
"ПОМОЩИ ДЕТЯМ, ФОНД",1065000033779,Действующая,Московская область,Фонды,70400
"ПОМОЩИ ДЕТЯМ, ФОНД",1161101059448,Действующая,Коми (Республика),Фонды,70400
"ПОМОЩИ И СОДЕЙСТВИЯ В СТРОИТЕЛЬСТВЕ ХРАМАМ САНКТ-ПЕТЕРБУРГА, ФОНД",1227800065790,Действующая,Санкт-Петербург,Фонды,70400
"ПОМОЩИ КЛИЕНТАМ ТАТФОНДБАНКА И ИНТЕХБАНКА, ФОНД",1171690026200,Действующая,Республика Татарстан,Фонды,70400
"ПОМОЩИ ОНКОЛОГИЧЕСКИМ БОЛЬНЫМ, ФОНД",1022302387205,Действующая,Краснодарский край,Фонды,70400
"ПОМОЩИ ОСОБЕННЫМ ДЕТЯМ, ФОНД",1175000001769,Действующая,Московская область,Благотворительные фонды,70401
"ПОМОЩИ ПЕНСИОНЕРАМ И ИНВАЛИДАМ, ФОНД",1083500002090,Действующая,Вологодская область,Фонды,70400
"ПОМОЩИ ПОДШЕФНЫМ КОРАБЛЯМ ГОРОДСКОГО ОКРУГА МЫТИЩИ, ФОНД",1185000004320,Действующая,Московская область,Фонды,70400
"ПОМОЩИ ПОСТРАДАВШИМ ОТ КОВИД-19, БФ",1206700018546,Действующая,Смоленская область,Благотворительные фонды,70401
"ПОМОЩИ СЕМЬЯМ ДУХОВЕНСТВА, ФОНД",1214300009659,Действующая,Кировская область,Благотворительные фонды,70401
"ПОМОЩИ СТРОИТЕЛЬСТВА КОЛОКОЛЬНИ, ФОНД",1161101051759,Действующая,Коми (Республика),Благотворительные фонды,70401
"ПОМОЩИ СТРОИТЕЛЬСТВУ ХРАМА КРЕСТОВОЗДВИЖЕНИЯ, ФОНД",1117800006422,Действующая,Санкт-Петербург,Фонды,70400
"ПОМОЩИ ЧЛЕНАМ СЕМЕЙ ПОГИБШИХ (УМЕРШИХ) ВОЕННОСЛУЖАЩИХ (СОТРУДНИКОВ), ФОНД",1227800076680,Действующая,Санкт-Петербург,Фонды,70400
"ПОМОЩЬ БЕЗ ГРАНИЦ, БФ",1143500000390,Действующая,Вологодская область,Благотворительные фонды,70401
"ПОМОЩЬ БЕЗДОМНЫМ ЖИВОТНЫМ ДОБРОЕ СЕРДЦЕ, ТРБФ",1147154042485,Действующая,Тульская область,Благотворительные фонды,70401
"ПОМОЩЬ БЕЗДОМНЫМ ЖИВОТНЫМ, БМОБФ",1073100000896,Действующая,Белгородская область,Благотворительные фонды,70401
"ПОМОЩЬ БЕЗДОМНЫМ СОБАКАМ, БФ",1097800006842,Действующая,Санкт-Петербург,Благотворительные фонды,70401
"ПОМОЩЬ БЛИЖНЕМУ, БФ",1055008702781,Действующая,Московская область,Благотворительные фонды,70401
"ПОМОЩЬ ВО БЛАГО, БФ",1226300015116,Действующая,Самарская область,Благотворительные фонды,70401
"ПОМОЩЬ ДЕТЯМ АГАПЕ, ФОНД",1024700875077,Действующая,Ленинградская область,Фонды,70400
"ПОМОЩЬ ДЕТЯМ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1057812912288,Действующая,Санкт-Петербург,Благотворительные фонды,70401
"ПОМОЩЬ ДЕТЯМ-ИНВАЛИДАМ, КРФ",1053902862133,Действующая,Калининградская область,Фонды,70400
"ПОМОЩЬ ДОНА, БФ",1176100001373,Действующая,Ростовская область,Фонды,70400
"ПОМОЩЬ ЖИВОТНЫМ ДРУГ, БФ",1196451007917,Действующая,Саратовская область,Фонды,70400
"ПОМОЩЬ ИНОСТРАННЫМ ГРАЖДАНАМ, ФОНД",1105000002030,Действующая,Московская область,Фонды,70400
"ПОМОЩЬ КАЖДОМУ, ФОНД",1175000003914,Действующая,Московская область,Благотворительные фонды,70401
"ПОМОЩЬ ЛЮДЯМ, НЕКОММЕРЧЕСКИЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1105600001088,Действующая,Оренбургская область,Благотворительные фонды,70401
"ПОМОЩЬ ЛЮДЯМ, ККБОФ",1112300005267,Действующая,Краснодарский край,Благотворительные фонды,70401
"ПОМОЩЬ ЛЮДЯМ, НООБФ",1065200047450,Действующая,Нижегородская область,Благотворительные фонды,70401
"ПОМОЩЬ НУЖДАЮЩИМСЯ, НОБФ",1025003534357,Действующая,Московская область,Фонды,70400
"ПОМОЩЬ ОБЪЕДИНЯЕТ, РБФРМС",1144700001258,Действующая,Ленинградская область,Благотворительные фонды,70401
"ПОМОЩЬ ПОСТРАДАВШИМ ПРИ ПОЖАРАХ, ФОНД",1110200000613,Действующая,Башкортостан (Республика),Фонды,70400
"ПОМОЩЬ РЫБОЛОВУ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1206700014047,Действующая,Смоленская область,Благотворительные фонды,70401
"ПОМОЩЬ СЕМЬЕ И ДЕТСТВУ, СРОБФ",1036405001984,Действующая,Саратовская область,Благотворительные фонды,70401
"ПОМОЩЬ СЕМЬЯМ СМА, БФ ПССМА",1207800047168,Действующая,Санкт-Петербург,Благотворительные фонды,70401
"ПОМОЩЬ СИРОТАМ, БФ",1156952026736,Действующая,Тверская область,Благотворительные фонды,70401
"ПОМОЩЬ, БФ",1156234007280,Действующая,Рязанская область,Благотворительные фонды,70401
"ПОМОЩЬ, БФ",1176313045072,Действующая,Самарская область,Благотворительные фонды,70401
"ПОМОЩЬ, БФ",1177800006119,Действующая,Санкт-Петербург,Благотворительные фонды,70401
"ПОМОЩЬ, БФ",1165000051138,Действующая,Московская область,Благотворительные фонды,70401
"ПОМОЩЬ, БФ",1065000031546,Действующая,Московская область,Благотворительные фонды,70401
"ПОМОЩЬ, НО БФ",1083400029459,Действующая,Волгоградская область,Благотворительные фонды,70401
"ПОМОЩЬ, ФОНД",1071600006840,Действующая,Республика Татарстан,Фонды,70400
"ПОНИМАНИЕ, БФ",1175000003210,Действующая,Московская область,Благотворительные фонды,70401
"ПОПЕЧИТЕЛИ ХРАМА СВЯТОЙ ТРОИЦЫ В СЕЛЕ КОНЧЕЗЕРО, ФОНД",1071000000103,Действующая,Карелия (Республика),Фонды,70400
"ПОПЕЧИТЕЛИ ШКОЛЫ №50, ФОНД",1035901006789,Действующая,Пермский край,Фонды,70400
"ПОПЕЧИТЕЛЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1045002458819,Действующая,Московская область,Благотворительные фонды,70401
"ПОПЕЧИТЕЛЬ, БФ",1124800000160,Действующая,Липецкая область,Благотворительные фонды,70401
"РАЗВИТИЕ ГИМНАЗИИ № 46 Г.КИРОВА, ФОНД",1074300001632,Действующая,Кировская область,Фонды,70400
"ПОПЕЧИТЕЛЬСКИЙ СОВЕТ ДМШ № 1 Г. ВОЛОГДЫ, ФОНД",1163525079442,Действующая,Вологодская область,Благотворительные фонды,70401
"ПОПЕЧИТЕЛЬСКИЙ СОВЕТ ДШИ (ХОР.) Г. ВОЛОГДЫ, БФ",1143500000357,Действующая,Вологодская область,Благотворительные фонды,70401
"ПОПЕЧИТЕЛЬСКИЙ СОВЕТ КГТТДО, БФ РОП",1105000003712,Ликвидируется,Московская область,Благотворительные фонды,70401
"ПОПЕЧИТЕЛЬСКИЙ СОВЕТ ПО СОДЕЙСТВИЮ И РАЗВИТИЮ ГБОУ СПО РО СИТ, ФОНД",1116100001632,Действующая,Ростовская область,Фонды,70400
"ПОПЕЧИТЕЛЬСКИЙ СОВЕТ ПО СОДЕЙСТВИЮ УСПЕШНОЙ ДЕЯТЕЛЬНОСТИ ВСЕХ УЧАСТНИКОВ ОБРАЗОВАТЕЛЬНОГО ПРОЦЕССА СРЕДНЕЙ ОБЩЕОБРАЗОВАТЕЛЬНОЙ ШКОЛЫ № 4 ИМ. Н.А. НЕКРАСОВА С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ АНГЛИЙСКОГО ЯЗЫКА, БФ",1087600000762,Действующая,Ярославская область,Благотворительные фонды,70401
"ПОПЕЧИТЕЛЬСКИЙ СОВЕТ ШКОЛЫ № 1, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1033500046678,Действующая,Вологодская область,Благотворительные фонды,70401
"ПОПЕЧИТЕЛЬСКИЙ СОВЕТ, БФ",1077800030692,Действующая,Санкт-Петербург,Благотворительные фонды,70401
ПОПЕЧИТЕЛЬСКИЙ ФОНД РАЗВИТИЯ ЛИЦЕЯ № 597,1067800031364,Действующая,Санкт-Петербург,Фонды,70400
"ПОПЕЧИТЕЛЬСТВО И ЗАБОТА, ФСПДИ",1176196055530,Действующая,Ростовская область,Фонды,70400
"ПОРА ПОМОЧЬ, БФ",1217800082576,Действующая,Санкт-Петербург,Благотворительные фонды,70401
"ПОРА ЧУДЕС, БФ",1212300060158,Действующая,Краснодарский край,Благотворительные фонды,70401
"ПОРУБЕЖЬЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1185000001669,Действующая,Московская область,Благотворительные фонды,70401
"ПОСЛЕДНЯЯ НАДЕЖДА, БФ ПМН",1100200004178,Действующая,Башкортостан (Республика),Благотворительные фонды,70401
"ПОСЛЫ ДОБРА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОЦИАЛЬНЫХ ПРОГРАММ",1182375021718,Действующая,Краснодарский край,Благотворительные фонды,70401
"ПОСТРОЙ СВОЙ ДОМ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1227800063622,Действующая,Санкт-Петербург,Благотворительные фонды,70401
"ПОСТУПОК ЧЕЛОВЕКА, ФОНД",1175000003353,Действующая,Московская область,Фонды,70400
"ПОСТУПОК, БФ",1167800051363,Действующая,Санкт-Петербург,Благотворительные фонды,70401
"ПОТЕНЦИАЛ ПЛЮС, ФОНД",1177325014382,Действующая,Ульяновская область,Фонды,70400
"ПОТЕРЬ НЕТ, БФПТД",1110200004199,Действующая,Башкортостан (Республика),Благотворительные фонды,70401
"ПОТЕРЯШКА-ПЕРМЬ, БФ",1095900003737,Действующая,Пермский край,Благотворительные фонды,70401
ПОФ НТР,1035803508531,Действующая,Пензенская область,Фонды,70400
ПОХВИСТНЕВСКИЙ МУНИЦИПАЛЬНЫЙ ФОНД ФП СМСП,1136300000968,Действующая,Самарская область,Фонды,70400
"ПОЧАЕВСКАЯ В СЕЛЕ ПОЧАЕВО ГРАЙВОРОНСКОГО РАЙОНА, ГРАЙВОРОНСКИЙ МЕСТНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ПО СТРОИТЕЛЬСТВУ ХРАМА В ЧЕСТЬ ИКОНЫ БОЖЬЕЙ МАТЕРИ",1123100001969,Действующая,Белгородская область,Общественные фонды,70403
"ПОЧАЕВСКОЙ БОЖИЕЙ МАТЕРИ, ПРАВОСЛАВНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1025003216963,Действующая,Московская область,Благотворительные фонды,70401
"ПОЭЗИЯ УЛИЦ, ФОНД",1137800004385,Действующая,Санкт-Петербург,Фонды,70400
"ПОЯС МИРА, ФОНД",1165658051063,Действующая,Оренбургская область,Фонды,70400
"ПП ЯО (МКК), ФОНД",1107600001013,Действующая,Ярославская область,Фонды,70400
"ППП, ФОНД",1207800029898,Действующая,Санкт-Петербург,Фонды,70400
"ППСЗ, ФОНД",1197800003774,Действующая,Санкт-Петербург,Фонды,70400
"РОССИЙСКИЙ ДЕТСКИЙ ФОНД, НИЖЕГОРОДСКОЕ ОБЛАСТНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОГО ОБЩЕСТВЕННОГО БЛАГОТВОРИТЕЛЬНОГО ФОНДА",1025200009526,Действующая,Нижегородская область,Благотворительные фонды,70401
"ПРАВИЛЬНЫЙ ВЫБОР, БФ",1150280026511,Действующая,Башкортостан (Республика),Благотворительные фонды,70401
"ПРАВО БЫТЬ ЖЕНЩИНОЙ, БФ",1177700013127,Действующая,Удмуртская Республика,Благотворительные фонды,70401
"ПРАВО ЖИТЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1194600000242,Действующая,Курская область,Благотворительные фонды,70401
"ПРАВО ЖИТЬ, БФ",1206300001148,Действующая,Самарская область,Благотворительные фонды,70401
"ПРАВО ЖИТЬ, БФ",1204700015343,Действующая,Ленинградская область,Благотворительные фонды,70401
"ПРАВО НА ВЫБОР, ФПРСИ",1025003518847,Действующая,Московская область,Фонды,70400
"ПРАВО НА ЖИЗНЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1185000002593,Действующая,Московская область,Благотворительные фонды,70401
"ПРАВО НА ЖИЗНЬ, БФ",1175000003200,Действующая,Московская область,Благотворительные фонды,70401
"ПРАВО НА ЖИЗНЬ, БФ",1210200041347,Действующая,Башкортостан (Республика),Благотворительные фонды,70401
"ПРАВО НА ЖИЗНЬ, БФ",1196234007056,Действующая,Рязанская область,Фонды,70400
"ПРАВО НА ЖИЗНЬ, БФ ЗАЩИТЫ ЖИВОТНЫХ",1157600000986,Действующая,Ярославская область,Фонды,70400
"ПРАВО НА ЖИЗНЬ, ВРОБФПБЖ",1103600001119,Действующая,Воронежская область,Благотворительные фонды,70401
"ПРАВО НА ЖИЗНЬ, МБОФ",1142300003801,Действующая,Краснодарский край,Благотворительные фонды,70401
"ПРАВО НА ЖИЗНЬ, НО БФ",1161832083478,Действующая,Удмуртская Республика,Благотворительные фонды,70401
"ПРАВО НА ЖИЗНЬ, СГБФПЗПЖ",1152300002458,Действующая,Краснодарский край,Благотворительные фонды,70401
"ПРАВО НА ЖИЗНЬ, СФ",1065200051663,Действующая,Нижегородская область,Общественные фонды,70403
"ПРАВО НА ЖИЗНЬ, ФОНД",1180280042865,Действующая,Башкортостан (Республика),Фонды,70400
"ПРАВО НА ЖИЗНЬ, ФПБЖ",1212300026652,Действующая,Краснодарский край,Фонды,70400
"ПРАВО НА ЗДОРОВЬЕ, БФ",1204400002718,Действующая,Костромская область,Благотворительные фонды,70401
"ПРАВО НА СПРАВЕДЛИВОСТЬ, ФОНД",1216200002171,Действующая,Рязанская область,Фонды,70400
"ПРАВО НА СЧАСТЬЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1125300000836,Действующая,Новгородская область,Благотворительные фонды,70401
"ПРАВО, НПФ",1021603887161,В состоянии банкротства,Республика Татарстан,Негосударственные пенсионные фонды,70402
"ПРАВОВАЯ ГОСУДАРСТВЕННОСТЬ, ФСРГОИПСГ",1067800031980,Действующая,Санкт-Петербург,Фонды,70400
"ПРАВОВАЯ ЗАЩИТА, БФ",1175958000613,Действующая,Пермский край,Благотворительные фонды,70401
"ПРАВОВАЯ ЗАЩИТА, ФОНД",1052182835462,Действующая,Чувашская Республика-Чувашия,Фонды,70400
"ПРАВОВЕДЕНИЕ, НАЦИОНАЛЬНЫЙ ФОНД",1057809008135,Действующая,Санкт-Петербург,Благотворительные фонды,70401
"ПРАВОВОЙ ПОДДЕРЖКИ ПРЕДПРИНИМАТЕЛЬСТВА, ФОНД",1025000514769,Действующая,Московская область,Фонды,70400
"ПРАВОВОЙ ПОМОЩИ, ФОНД",1054639036209,Действующая,Курская область,Фонды,70400
"ПРАВОВОЙ ЦЕНТР МИХАИЛА САВАТЕНКОВА, ФОНД",1206300035314,Действующая,Самарская область,Фонды,70400
"ПРАВОВЫХ И ЭКОНОМИЧЕСКИХ ИССЛЕДОВАНИЙ, ФОНД",1033600070910,Действующая,Воронежская область,Фонды,70400
"ПРАВОЗАЩИТНИК, ФОНД",1155000002838,Действующая,Московская область,Фонды,70400
"ПРАВОЗАЩИТНИК, ФОНД СПО",1046300129919,Ликвидируется,Самарская область,Фонды,70400
"ПРАВОЗАЩИТНЫЙ ФОНД АЛЬМИРЫ ЖУКОВОЙ, ФОНД",1100200004904,Действующая,Башкортостан (Республика),Общественные фонды,70403
ПРАВОПОРЯДОК,1115000001214,Действующая,Московская область,Фонды,70400
"ПРАВОПОРЯДОК-ЭЛЕКТРОСТАЛЬ, ФОНД",1055010416713,Действующая,Московская область,Фонды,70400
"ПРАВОПОРЯДОК, ЗЕЛЕНОДОЛЬСКИЙ ФОНД",1091600003373,Действующая,Республика Татарстан,Фонды,70400
"ПРАВОПОРЯДОК, ОБЩЕСТВЕННЫЙ ФОНД",1023400005485,Действующая,Волгоградская область,Общественные фонды,70403
"ПРАВОПОРЯДОК, РМФ",1026103304248,Действующая,Ростовская область,Общественные фонды,70403
"ПРАВОПОРЯДОК, ФОНД",1025203573218,Действующая,Нижегородская область,Общественные фонды,70403
"ПРАВОПОРЯДОК, ФППО",1026000906161,Действующая,Псковская область,Общественные фонды,70403
"ПРАВОПОРЯДОК-ЦЕНТР, ПРО МОФ",1025800000544,Действующая,Пензенская область,Общественные фонды,70403
"ПРАВОСЛАВИЕ И СОВРЕМЕННОСТЬ, СРБФ",1086400002248,Действующая,Саратовская область,Фонды,70400
"ПРАВОСЛАВНАЯ МЕЩЕРА, ФОНД",1145000006810,Действующая,Московская область,Благотворительные фонды,70401
ФОНД РАЗВИТИЯ ШКОЛЫ №117,1026100002059,Действующая,Ростовская область,Общественные фонды,70403
"ПРАВОСЛАВНАЯ РУСЬ, БФ",1087800001420,Действующая,Санкт-Петербург,Благотворительные фонды,70401
"ПРАВОСЛАВНОЕ КИНО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1127800009040,Действующая,Санкт-Петербург,Благотворительные фонды,70401
"ПРАВОСЛАВНЫЙ БЛАГОВЕСТ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1103400002530,Действующая,Волгоградская область,Благотворительные фонды,70401
ПРАВОСЛАВНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ДОБРО,1144700000169,Действующая,Ленинградская область,Благотворительные фонды,70401
"ПРАВОСЛАВНЫЙ ФОНД ПРЕПОДОБНОГО СЕРГИЯ РАДОНЕЖСКОГО, НО",1085000001481,Действующая,Московская область,Фонды,70400
"ПРАКСИДИКА, БФ",1215000066071,Действующая,Московская область,Благотворительные фонды,70401
"ПРАКТИКА ИМ. Б. Н. ЧИЧЕРИНА, ФОНД ПРАВА",1187800001905,Действующая,Санкт-Петербург,Фонды,70400
"ПРЕДАННЫЕ ДУШИ, БФ",1186451023032,Действующая,Саратовская область,Фонды,70400
"ПРЕДАННЫЕ СЕРДЦА КАЗАНИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1211600066479,Действующая,Республика Татарстан,Благотворительные фонды,70401
"ПРЕДПРИНИМАТЕЛИ ЗА РАЗВИТИЕ ГОРОДА ПУЩИНО, ФОНД",1115000001918,Действующая,Московская область,Фонды,70400
"ПРЕДПРИНИМАТЕЛЬ ПОМОРЬЯ, ФОНД",1022900545876,Ликвидируется,Архангельская область,Фонды,70400
"ПРЕДСТОЯНИЕ, ФОНД",1195000005782,Действующая,Московская область,Благотворительные фонды,70401
"Предупреждение ЧС, Фонд",1033910802760,Действующая,Калининградская область,Фонды,70400
ПРЕЗИДЕНТСКИЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПО ЗАЩИТЕ ПРАВ РЕБЕНКА,1071600001593,Действующая,Республика Татарстан,Благотворительные фонды,70401
"ПРЕКРАСНОЕ ДАЛЁКО, БФ",1182375090523,Действующая,Краснодарский край,Благотворительные фонды,70401
"ПРЕМИУМ, БФ",1186313005647,Действующая,Самарская область,Благотворительные фонды,70401
"ПОДДЕРЖКИ И РАЗВИТИЯ КОНЕВОДСТВА И КОННОГО СПОРТА В САРАТОВСКОЙ ОБЛАСТИ, ФОНД",1086400002600,Действующая,Саратовская область,Фонды,70400
"ПРЕМЬЕР, ФОНД",1052128026961,Действующая,Чувашская Республика-Чувашия,Фонды,70400
"ПРЕМЬЕР-ФОНД ИМ. Л. Г. ГАТОВА, БФК",1192375086914,Действующая,Краснодарский край,Благотворительные фонды,70401
"ПРЕМЬЕРА, ФОНД",1157300000670,Действующая,Ульяновская область,Фонды,70400
"ПРЕОБРАЖЕНИЕ НН, БФ",1215200007220,Действующая,Нижегородская область,Благотворительные фонды,70401
"ПРЕОБРАЖЕНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ССРДСЦПФРКК",1122300000745,Действующая,Краснодарский край,Благотворительные фонды,70401
"ПРЕОБРАЖЕНИЕ, БФ",1143300000986,Действующая,Владимирская область,Благотворительные фонды,70401
"ПРЕОБРАЖЕНИЕ, БФ",1106900000866,Ликвидируется,Тверская область,Благотворительные фонды,70401
"ПРЕОБРАЖЕНИЕ, ФОНД",1036301060179,Действующая,Самарская область,Фонды,70400
"ПРЕОБРАЖЕНИЕ, ФОНД",1190280041709,Действующая,Башкортостан (Республика),Фонды,70400
"ПРЕОБРАЖЕНИЕ, ФОНД",1157600000469,Действующая,Ярославская область,Фонды,70400
"ПРЕОБРАЖЕНИЕ, ФОНД",1161001052299,Действующая,Карелия (Республика),Фонды,70400
"ПРЕОБРАЖЕНИЕ, ФОНД",1021801507683,Действующая,Удмуртская Республика,Благотворительные фонды,70401
"ПРЕОБРАЖЕНСКИХ, БФ",1203500026938,Действующая,Вологодская область,Благотворительные фонды,70401
"ПРЕОБРАЗОВАНИЕ, БФ",1146300000857,Действующая,Самарская область,Благотворительные фонды,70401
"ПРЕОДОЛЕНИЕ, ФОНД",1136800000776,Действующая,Тамбовская область,Благотворительные фонды,70401
"ПРЕПОДОБНОГО АЛЕКСИЯ ЧЕЛОВЕКА БОЖИЯ В ГОРЕЛОВО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОДЕЙСТВИЯ ДУХОВНО-НРАВСТВЕННОМУ ВОСПИТАНИЮ ДЕТЕЙ И МОЛОДЕЖИ",1207800065736,Действующая,Санкт-Петербург,Благотворительные фонды,70401
"ПРЕПОДОБНОГО ВАРНАВЫ ГЕФСИМАНСКОГО, ФОНД",1125200004050,Действующая,Нижегородская область,Благотворительные фонды,70401
"ПРЕПОДОБНОГО СЕРАФИМА САРОВСКОГО, ФОНД",1055225009509,Действующая,Нижегородская область,Благотворительные фонды,70401
"ПРЕССА- ХХ1 ВЕК, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1033600058106,Действующая,Воронежская область,Благотворительные фонды,70401
"ПРЕСТИЖ, БФПКО",1111600001655,Действующая,Республика Татарстан,Благотворительные фонды,70401
"ПРЕСТИЖ, НО ФОНД",1174300000445,Действующая,Кировская область,Фонды,70400
"ПРИБОРОСТРОИТЕЛЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1195000004869,Действующая,Московская область,Благотворительные фонды,70401
"ПРИБРЕЖНЫЙ, ФОНД СОЦИАЛЬНЫХ ПРОГРАММ",1163926068063,Действующая,Калининградская область,Фонды,70400
"ПРИВЕТ ИЗ ДОМА-152, ФОНД ПОМОЩИ",1225200017118,Действующая,Нижегородская область,Фонды,70400
"ПРИВОЛЖАНКА, ФОНД РАЗВИТИЯ",1121600005900,Действующая,Республика Татарстан,Фонды,70400
"ПРИВОЛЖСКИЙ, ВИФ",1075800000935,Действующая,Пензенская область,Общественные фонды,70403
"ПРИВОЛЖЬЕ, БФ",1126300004599,Действующая,Самарская область,Благотворительные фонды,70401
"ПРИВОЛЖЬЕ, СРОФ СПН",1146300002342,Действующая,Самарская область,Общественные фонды,70403
"ПРИДВОРНАЯ ИМПЕРАТОРСКАЯ КАПЕЛЛА, ФОНД",1137800000315,Действующая,Санкт-Петербург,Фонды,70400
"ПРИДНЕСТРОВСКИЙ ФАРВАТЕР, ФОНД",1185000004980,Действующая,Московская область,Фонды,70400
"ПРИЗВАНИЕ, БФ",1111000000649,Действующая,Карелия (Республика),Благотворительные фонды,70401
"ПРИЗНАНИЕ РЕСПУБЛИКИ КАЛМЫКИЯ, ФОНД СОДЕЙСТВИЯ РАЗВИТИЮ СОЦИАЛЬНЫХ ПРОЕКТОВ",1090800000411,Действующая,Калмыкия (Республика),Фонды,70400
"ПРИИДИ И ВИЖДЬ, БФ",1107800003266,Действующая,Санкт-Петербург,Благотворительные фонды,70401
"ПРИКАМСКИЙ ФЕРМЕР, ФОНД",1205900009611,Действующая,Пермский край,Фонды,70400
"ПРИКАМЬЕ, ФОНД",1025900532019,Действующая,Пермский край,Фонды,70400
"ПРИКОСНИСЬ К ДОБРУ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1153600000223,Действующая,Воронежская область,Благотворительные фонды,70401
"ПРИКОСНИСЬ К ДОБРУ, БФ",1183100000995,Действующая,Белгородская область,Благотворительные фонды,70401
"ПРИКОСНИСЬ К ДОБРУ, БФ",1184827012512,Действующая,Липецкая область,Благотворительные фонды,70401
"ПРИКОСНОВЕНИЕ, БФ",1175275021415,Действующая,Нижегородская область,Благотворительные фонды,70401
"ПРИЛИВ, БФ",1177800000289,Действующая,Санкт-Петербург,Благотворительные фонды,70401
"ПРИМЕР ИНТОНАЦИИ, НФ",1137800004924,Действующая,Санкт-Петербург,Фонды,70400
"ПРИМИРЕНИЕ, ФОНД",1207800153274,Действующая,Санкт-Петербург,Фонды,70400
"ПРИМИРЕНИЕ, ФОНД",1036758310797,Действующая,Смоленская область,Фонды,70400
"ПРИМИРЕНИЕ, ФОНД МИЛОСЕРДИЯ",1034400001580,Действующая,Костромская область,Общественные фонды,70403
"ПРИМОРСКИЙ, НФРБ МО ГОРОД-КУРОРТ АНАПА",1152300002403,Действующая,Краснодарский край,Фонды,70400
"ПРИНЦИПИАЛЬНОЕ ДЕЛО, ФЗПП",1135658019749,Действующая,Оренбургская область,Фонды,70400
"ПРИОБНОРЬЕ, ФОНД",1147600000569,Действующая,Ярославская область,Фонды,70400
"ПРИОРИТЕТ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1125300000650,Действующая,Новгородская область,Благотворительные фонды,70401
"ПРИОРИТЕТЫ РОСТА, БФ",1196451013770,Действующая,Саратовская область,Фонды,70400
"ПРИРОДА ВЫТЕГОРСКОГО КРАЯ, БФ",1173525041128,Действующая,Вологодская область,Благотворительные фонды,70401
"ПРИРОДА И ДЕТИ, БФ",1035002009976,Действующая,Московская область,Благотворительные фонды,70401
"ПРИРОДА, ЭФ",1221200002231,Действующая,Марий Эл (Республика),Фонды,70400
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПРИСВИРЬЕ, НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ",1024701615850,Ликвидируется,Ленинградская область,Благотворительные фонды,70401
"ПРИСТАНЬ, ФОНД ЦК СПБ БОО",1217800117567,Действующая,Санкт-Петербург,Фонды,70400
"ПРИТЯЖЕНИЕ, БФ",1197800005578,Действующая,Санкт-Петербург,Благотворительные фонды,70401
"ПРИЮТ ДЛЯ ДИКИХ ЖИВОТНЫХ, БФ",1207800149446,Действующая,Санкт-Петербург,Благотворительные фонды,70401
"ПРИЮТ ДЛЯ ЖИВОТНЫХ ВЕРА-НАДЕЖДА-ЛЮБОВЬ, НКО БФ",1174700000540,Действующая,Ленинградская область,Благотворительные фонды,70401
"ПРИЮТ ДЛЯ ЖИВОТНЫХ ПОМОГИ ДРУГУ, НО БФ",1154700000377,Действующая,Ленинградская область,Благотворительные фонды,70401
"ПРИЮТ ДЛЯ ЖИВОТНЫХ ЭЛЛИ, НКО БФ",1223400001956,Действующая,Волгоградская область,Благотворительные фонды,70401
"ПРИЮТ КИС, БФ",1165000053371,Действующая,Московская область,Благотворительные фонды,70401
"ПРИЮТ КОШКИН ДОМ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1126300005886,Действующая,Самарская область,Благотворительные фонды,70401
