ogrn,website,bin_robots,bin_sitemap,bin_fb,bin_vk,bin_ig,bin_ok,bin_youtube,bin_tiktok,bin_donation,wcag_score,mean_page_speed,bin_title,bin_headings,bin_mob_friendly,bin_ssl,bin_socnet
1037739492020,mossadovod.ru,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.896551724137931,0.7000000000000001,1.0,1.0,1.0,0.0,0.0
1027700484943,medprofsouz.ru,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.896551724137931,0.68,1.0,1.0,0.0,0.0,0.6666666666666666
1027700412640,gymnast.ru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0
1024600001623,kursk-przrf.ru,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5897435897435898,0.6833333333333332,1.0,0.0,,0.0,0.0
1027200001608,topmedic.ru,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6551724137931034,0.9366666666666666,1.0,1.0,0.0,0.0,0.0
1027739739367,medicalprof.ru,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6923076923076923,0.6633333333333333,1.0,1.0,0.0,0.0,0.3333333333333333
1021401067346,yakutkurort.ru,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9387755102040816,0.9466666666666668,1.0,1.0,1.0,1.0,0.0
1027400009691,medprof74.ru,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4102564102564102,0.6633333333333333,1.0,1.0,0.0,0.0,0.0
1037739241187,www.przrf.ru,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5476190476190477,0.58,1.0,0.0,,0.0,0.6666666666666666
1037739309750,www.roslesprof.ru,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5517241379310345,0.6766666666666667,1.0,1.0,0.0,0.0,0.5
1037858027888,www.s-o-k.ru,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6231884057971014,0.8066666666666666,1.0,0.0,1.0,1.0,0.0
1037858016866,dachakompozitora.ru,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769232,0.9066666666666666,1.0,1.0,1.0,1.0,0.0
1023000823746,cokchs30.ru,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5733333333333334,1.0,1.0,1.0,0.0,0.0
1020300001402,broo-vdpo.ru,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9347826086956522,0.4933333333333333,1.0,0.0,1.0,0.0,0.16666666666666666
1026600003715,vdpo-art.ru,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.8666666666666667,1.0,1.0,0.0,0.0,0.3333333333333333
1026600003803,vdpo-talica.ru,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8266666666666667,1.0,0.0,1.0,1.0,0.16666666666666666
1026600003814,vdpo-sl.ru,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7435897435897436,0.8366666666666666,1.0,1.0,1.0,0.0,0.0
1022700004337,hkovdpo.ru,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9733333333333332,1.0,1.0,0.0,0.0,0.0
1027600009018,yarfond.ru,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8846153846153846,0.91,1.0,1.0,1.0,0.0,0.0
1024100002167,vdpokam.ru,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9833333333333334,1.0,0.0,0.0,1.0,0.0
1037700203122,sojp.ru,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8846153846153846,0.4966666666666666,1.0,1.0,1.0,1.0,0.8333333333333334
