id,title,score,numericValue,numericUnit,website
interactive,Time to Interactive,0.93,2263.0,millisecond,http://sobiz-fond.ru
largest-contentful-paint,Largest Contentful Paint,0.55,2235.0,millisecond,http://sobiz-fond.ru
first-contentful-paint,First Contentful Paint,0.87,1000.0,millisecond,http://sobiz-fond.ru
interactive,Time to Interactive,0.96,2005.0,millisecond,http://kmcot.ru
largest-contentful-paint,Largest Contentful Paint,0.67,1905.0,millisecond,http://kmcot.ru
first-contentful-paint,First Contentful Paint,0.83,1077.0,millisecond,http://kmcot.ru
interactive,Time to Interactive,0.99,1566.0,millisecond,http://npssko.ru
largest-contentful-paint,Largest Contentful Paint,0.64,1980.0,millisecond,http://npssko.ru
first-contentful-paint,First Contentful Paint,0.72,1255.0,millisecond,http://npssko.ru
interactive,Time to Interactive,1.0,759.0,millisecond,http://phyto-gelios.ru
largest-contentful-paint,Largest Contentful Paint,0.06,5600.0,millisecond,http://phyto-gelios.ru
first-contentful-paint,First Contentful Paint,0.97,734.0,millisecond,http://phyto-gelios.ru
interactive,Time to Interactive,0.98,1735.0,millisecond,http://innonavi.ru
largest-contentful-paint,Largest Contentful Paint,0.68,1875.0,millisecond,http://innonavi.ru
first-contentful-paint,First Contentful Paint,0.49,1620.0,millisecond,http://innonavi.ru
interactive,Time to Interactive,0.0,17563.5,millisecond,http://rusada.ru
largest-contentful-paint,Largest Contentful Paint,0.06,5610.0,millisecond,http://rusada.ru
first-contentful-paint,First Contentful Paint,0.98,651.0,millisecond,http://rusada.ru
interactive,Time to Interactive,0.99,1480.0,millisecond,http://soyuzmash33.ru
largest-contentful-paint,Largest Contentful Paint,0.39,2780.0,millisecond,http://soyuzmash33.ru
first-contentful-paint,First Contentful Paint,0.59,1460.0,millisecond,http://soyuzmash33.ru
interactive,Time to Interactive,0.81,2965.0,millisecond,http://umc-kem.ru
largest-contentful-paint,Largest Contentful Paint,0.75,1665.0,millisecond,http://umc-kem.ru
first-contentful-paint,First Contentful Paint,0.94,820.0,millisecond,http://umc-kem.ru
interactive,Time to Interactive,1.0,610.0,millisecond,http://mfpp80.ru
largest-contentful-paint,Largest Contentful Paint,0.99,610.0,millisecond,http://mfpp80.ru
first-contentful-paint,First Contentful Paint,0.99,610.0,millisecond,http://mfpp80.ru
interactive,Time to Interactive,1.0,355.0,millisecond,http://nalogsports.ru
largest-contentful-paint,Largest Contentful Paint,0.95,985.0,millisecond,http://nalogsports.ru
first-contentful-paint,First Contentful Paint,1.0,260.0,millisecond,http://nalogsports.ru
interactive,Time to Interactive,1.0,1217.5,millisecond,http://miep-center.ru
largest-contentful-paint,Largest Contentful Paint,0.97,887.0,millisecond,http://miep-center.ru
first-contentful-paint,First Contentful Paint,0.92,887.0,millisecond,http://miep-center.ru
interactive,Time to Interactive,1.0,1013.0,millisecond,http://sozaso.ru
largest-contentful-paint,Largest Contentful Paint,0.66,1909.0,millisecond,http://sozaso.ru
first-contentful-paint,First Contentful Paint,0.96,770.0,millisecond,http://sozaso.ru
interactive,Time to Interactive,1.0,1019.5,millisecond,http://salavatbiz.ru
largest-contentful-paint,Largest Contentful Paint,0.83,1424.5,millisecond,http://salavatbiz.ru
first-contentful-paint,First Contentful Paint,0.91,899.5,millisecond,http://salavatbiz.ru
interactive,Time to Interactive,0.76,3251.2423572540283,millisecond,http://rukapomoschi46.ru
largest-contentful-paint,Largest Contentful Paint,0.92,1124.0,millisecond,http://rukapomoschi46.ru
first-contentful-paint,First Contentful Paint,0.88,984.0,millisecond,http://rukapomoschi46.ru
interactive,Time to Interactive,0.99,1507.5,millisecond,http://лыжныегонки.рф
largest-contentful-paint,Largest Contentful Paint,0.79,1555.0,millisecond,http://лыжныегонки.рф
first-contentful-paint,First Contentful Paint,0.85,1035.0,millisecond,http://лыжныегонки.рф
interactive,Time to Interactive,1.0,260.0,millisecond,http://zoomir-nn.ru
largest-contentful-paint,Largest Contentful Paint,0.99,685.0,millisecond,http://zoomir-nn.ru
first-contentful-paint,First Contentful Paint,1.0,260.0,millisecond,http://zoomir-nn.ru
interactive,Time to Interactive,0.48,4586.0,millisecond,http://www.afew.org
largest-contentful-paint,Largest Contentful Paint,0.03,6823.0,millisecond,http://www.afew.org
first-contentful-paint,First Contentful Paint,0.78,1150.0,millisecond,http://www.afew.org
interactive,Time to Interactive,0.29,5846.5,millisecond,http://rastam.ru
largest-contentful-paint,Largest Contentful Paint,0.6,2089.5,millisecond,http://rastam.ru
first-contentful-paint,First Contentful Paint,0.99,561.0,millisecond,http://rastam.ru
interactive,Time to Interactive,1.0,927.5,millisecond,http://deloros-ural.ru
largest-contentful-paint,Largest Contentful Paint,0.25,3479.0,millisecond,http://deloros-ural.ru
first-contentful-paint,First Contentful Paint,0.97,706.0,millisecond,http://deloros-ural.ru
interactive,Time to Interactive,0.99,1623.0,millisecond,http://www.gzos.ru
largest-contentful-paint,Largest Contentful Paint,0.69,1848.0,millisecond,http://www.gzos.ru
first-contentful-paint,First Contentful Paint,0.96,783.0,millisecond,http://www.gzos.ru
interactive,Time to Interactive,1.0,1144.5,millisecond,http://yktstroy.ru
largest-contentful-paint,Largest Contentful Paint,0.87,1294.5,millisecond,http://yktstroy.ru
first-contentful-paint,First Contentful Paint,0.97,729.5,millisecond,http://yktstroy.ru
interactive,Time to Interactive,1.0,856.0,millisecond,http://trir32.ru
largest-contentful-paint,Largest Contentful Paint,0.93,1095.0,millisecond,http://trir32.ru
first-contentful-paint,First Contentful Paint,0.93,856.0,millisecond,http://trir32.ru
interactive,Time to Interactive,0.95,2067.5,millisecond,http://womens-resource-center.ru
largest-contentful-paint,Largest Contentful Paint,0.61,2067.5,millisecond,http://womens-resource-center.ru
first-contentful-paint,First Contentful Paint,0.69,1295.0,millisecond,http://womens-resource-center.ru
interactive,Time to Interactive,0.78,3147.0,millisecond,http://pgusa.ru
largest-contentful-paint,Largest Contentful Paint,0.08,5111.0,millisecond,http://pgusa.ru
first-contentful-paint,First Contentful Paint,0.07,3022.0,millisecond,http://pgusa.ru
interactive,Time to Interactive,0.96,2009.0,millisecond,http://aipdv.ru
largest-contentful-paint,Largest Contentful Paint,0.48,2460.0,millisecond,http://aipdv.ru
first-contentful-paint,First Contentful Paint,0.29,2009.0,millisecond,http://aipdv.ru
interactive,Time to Interactive,0.99,1358.0,millisecond,http://nickd.ru
largest-contentful-paint,Largest Contentful Paint,0.71,1787.5,millisecond,http://nickd.ru
first-contentful-paint,First Contentful Paint,0.94,824.5,millisecond,http://nickd.ru
interactive,Time to Interactive,1.0,400.0,millisecond,http://patriot-arb.ru
largest-contentful-paint,Largest Contentful Paint,1.0,400.0,millisecond,http://patriot-arb.ru
first-contentful-paint,First Contentful Paint,1.0,400.0,millisecond,http://patriot-arb.ru
interactive,Time to Interactive,0.98,1662.5,millisecond,http://mporosneft.ru
largest-contentful-paint,Largest Contentful Paint,0.39,2774.0,millisecond,http://mporosneft.ru
first-contentful-paint,First Contentful Paint,0.85,1030.0,millisecond,http://mporosneft.ru
interactive,Time to Interactive,0.75,3268.5,millisecond,http://fkt-sme.ru
largest-contentful-paint,Largest Contentful Paint,0.27,3328.0,millisecond,http://fkt-sme.ru
first-contentful-paint,First Contentful Paint,0.18,2367.0,millisecond,http://fkt-sme.ru
interactive,Time to Interactive,1.0,673.0,millisecond,http://proverka-knk.ru
largest-contentful-paint,Largest Contentful Paint,0.87,1290.0,millisecond,http://proverka-knk.ru
first-contentful-paint,First Contentful Paint,0.98,673.0,millisecond,http://proverka-knk.ru
interactive,Time to Interactive,0.89,2540.0,millisecond,http://rakpobedim.ru
largest-contentful-paint,Largest Contentful Paint,0.53,2315.5,millisecond,http://rakpobedim.ru
first-contentful-paint,First Contentful Paint,0.66,1350.5,millisecond,http://rakpobedim.ru
interactive,Time to Interactive,0.84,2829.5,millisecond,http://zspp.ru
largest-contentful-paint,Largest Contentful Paint,0.23,3549.5,millisecond,http://zspp.ru
first-contentful-paint,First Contentful Paint,0.54,1536.0,millisecond,http://zspp.ru
interactive,Time to Interactive,0.84,2824.5,millisecond,http://harlamp.ru
largest-contentful-paint,Largest Contentful Paint,0.65,1950.0,millisecond,http://harlamp.ru
first-contentful-paint,First Contentful Paint,0.98,657.0,millisecond,http://harlamp.ru
interactive,Time to Interactive,1.0,770.0,millisecond,http://milera.ru
largest-contentful-paint,Largest Contentful Paint,0.97,878.0,millisecond,http://milera.ru
first-contentful-paint,First Contentful Paint,0.96,770.0,millisecond,http://milera.ru
interactive,Time to Interactive,1.0,881.0,millisecond,http://sro-perm.ru
largest-contentful-paint,Largest Contentful Paint,0.93,1100.0,millisecond,http://sro-perm.ru
first-contentful-paint,First Contentful Paint,0.92,881.0,millisecond,http://sro-perm.ru
lighthouseError,lighthouseError,lighthouseError,lighthouseError,lighthouseError,http://designers-sroufo.ru
interactive,Time to Interactive,1.0,875.0,millisecond,http://сро-мрп.рф
largest-contentful-paint,Largest Contentful Paint,0.56,2220.0,millisecond,http://сро-мрп.рф
first-contentful-paint,First Contentful Paint,0.92,875.0,millisecond,http://сро-мрп.рф
interactive,Time to Interactive,0.96,1948.0,millisecond,http://wse-wmeste.ru
largest-contentful-paint,Largest Contentful Paint,0.96,940.0,millisecond,http://wse-wmeste.ru
first-contentful-paint,First Contentful Paint,0.96,770.0,millisecond,http://wse-wmeste.ru
interactive,Time to Interactive,0.88,2572.0,millisecond,http://globus-int.ru
largest-contentful-paint,Largest Contentful Paint,0.67,1880.0,millisecond,http://globus-int.ru
first-contentful-paint,First Contentful Paint,0.99,556.0,millisecond,http://globus-int.ru
interactive,Time to Interactive,0.99,1371.0,millisecond,http://www.southsky.info
largest-contentful-paint,Largest Contentful Paint,0.94,1056.0,millisecond,http://www.southsky.info
first-contentful-paint,First Contentful Paint,0.88,976.0,millisecond,http://www.southsky.info
interactive,Time to Interactive,0.91,2418.0,millisecond,http://velokirov.ru
largest-contentful-paint,Largest Contentful Paint,0.52,2322.5,millisecond,http://velokirov.ru
first-contentful-paint,First Contentful Paint,0.97,739.0,millisecond,http://velokirov.ru
interactive,Time to Interactive,1.0,960.0,millisecond,http://cfmo.ru
largest-contentful-paint,Largest Contentful Paint,0.66,1917.0,millisecond,http://cfmo.ru
first-contentful-paint,First Contentful Paint,0.89,960.0,millisecond,http://cfmo.ru
interactive,Time to Interactive,0.94,2186.0,millisecond,http://мпо-гвардия.рф
largest-contentful-paint,Largest Contentful Paint,0.03,6885.0,millisecond,http://мпо-гвардия.рф
first-contentful-paint,First Contentful Paint,0.62,1400.0,millisecond,http://мпо-гвардия.рф
interactive,Time to Interactive,1.0,775.0,millisecond,http://srobv.ru
largest-contentful-paint,Largest Contentful Paint,0.88,1280.0,millisecond,http://srobv.ru
first-contentful-paint,First Contentful Paint,1.0,500.0,millisecond,http://srobv.ru
lighthouseError,lighthouseError,lighthouseError,lighthouseError,lighthouseError,http://sroufo.ru
interactive,Time to Interactive,0.99,1495.0,millisecond,http://uraloiz.ru
largest-contentful-paint,Largest Contentful Paint,0.72,1755.0,millisecond,http://uraloiz.ru
first-contentful-paint,First Contentful Paint,0.61,1420.0,millisecond,http://uraloiz.ru
interactive,Time to Interactive,1.0,605.0,millisecond,http://detisvet.ru
largest-contentful-paint,Largest Contentful Paint,0.95,1000.0,millisecond,http://detisvet.ru
first-contentful-paint,First Contentful Paint,0.99,605.0,millisecond,http://detisvet.ru
interactive,Time to Interactive,0.99,1537.5,millisecond,http://dartsrf.ru
largest-contentful-paint,Largest Contentful Paint,0.75,1668.0,millisecond,http://dartsrf.ru
first-contentful-paint,First Contentful Paint,0.99,642.0,millisecond,http://dartsrf.ru
interactive,Time to Interactive,1.0,764.0,millisecond,http://odinsro-stroy.ru
largest-contentful-paint,Largest Contentful Paint,0.95,990.0,millisecond,http://odinsro-stroy.ru
first-contentful-paint,First Contentful Paint,0.99,556.0,millisecond,http://odinsro-stroy.ru
interactive,Time to Interactive,1.0,594.0,millisecond,http://sro-dom.ru
largest-contentful-paint,Largest Contentful Paint,0.99,617.0,millisecond,http://sro-dom.ru
first-contentful-paint,First Contentful Paint,0.99,594.0,millisecond,http://sro-dom.ru
interactive,Time to Interactive,1.0,1040.0,millisecond,http://mrz-pokrov.ru
largest-contentful-paint,Largest Contentful Paint,0.6,2080.0,millisecond,http://mrz-pokrov.ru
first-contentful-paint,First Contentful Paint,0.87,1000.0,millisecond,http://mrz-pokrov.ru
interactive,Time to Interactive,1.0,572.5,millisecond,http://centrinf.ru
largest-contentful-paint,Largest Contentful Paint,0.99,680.0,millisecond,http://centrinf.ru
first-contentful-paint,First Contentful Paint,0.99,572.5,millisecond,http://centrinf.ru
interactive,Time to Interactive,0.98,1777.0,millisecond,http://proekttunnel.ru
largest-contentful-paint,Largest Contentful Paint,0.71,1780.0,millisecond,http://proekttunnel.ru
first-contentful-paint,First Contentful Paint,0.94,840.0,millisecond,http://proekttunnel.ru
interactive,Time to Interactive,0.98,1634.0,millisecond,http://srskdv.ru
largest-contentful-paint,Largest Contentful Paint,0.85,1384.0,millisecond,http://srskdv.ru
first-contentful-paint,First Contentful Paint,0.95,814.0,millisecond,http://srskdv.ru
interactive,Time to Interactive,1.0,195.0,millisecond,http://rusfarr.ru
largest-contentful-paint,Largest Contentful Paint,1.0,195.0,millisecond,http://rusfarr.ru
first-contentful-paint,First Contentful Paint,1.0,195.0,millisecond,http://rusfarr.ru
interactive,Time to Interactive,1.0,260.0,millisecond,http://npsro-ryazan.ru
largest-contentful-paint,Largest Contentful Paint,0.99,650.0,millisecond,http://npsro-ryazan.ru
first-contentful-paint,First Contentful Paint,1.0,260.0,millisecond,http://npsro-ryazan.ru
interactive,Time to Interactive,1.0,726.0,millisecond,http://sivv.ru
largest-contentful-paint,Largest Contentful Paint,0.78,1590.5,millisecond,http://sivv.ru
first-contentful-paint,First Contentful Paint,0.97,726.0,millisecond,http://sivv.ru
interactive,Time to Interactive,0.99,1395.5,millisecond,http://aster09.ru
largest-contentful-paint,Largest Contentful Paint,0.97,885.0,millisecond,http://aster09.ru
first-contentful-paint,First Contentful Paint,1.0,495.0,millisecond,http://aster09.ru
interactive,Time to Interactive,0.96,1925.0,millisecond,http://szao-club.ru
largest-contentful-paint,Largest Contentful Paint,0.68,1863.8620300292969,millisecond,http://szao-club.ru
first-contentful-paint,First Contentful Paint,0.65,1363.8620300292969,millisecond,http://szao-club.ru
interactive,Time to Interactive,0.97,1859.0,millisecond,http://клубпритяжение.рф
largest-contentful-paint,Largest Contentful Paint,0.72,1748.8620300292969,millisecond,http://клубпритяжение.рф
first-contentful-paint,First Contentful Paint,0.62,1403.8620300292969,millisecond,http://клубпритяжение.рф
interactive,Time to Interactive,0.97,1798.0,millisecond,http://anoumitc.ru
largest-contentful-paint,Largest Contentful Paint,0.72,1759.5,millisecond,http://anoumitc.ru
first-contentful-paint,First Contentful Paint,0.97,730.0,millisecond,http://anoumitc.ru
interactive,Time to Interactive,1.0,1195.0,millisecond,http://bcrp.ru
largest-contentful-paint,Largest Contentful Paint,0.88,1270.0,millisecond,http://bcrp.ru
first-contentful-paint,First Contentful Paint,0.86,1012.5,millisecond,http://bcrp.ru
interactive,Time to Interactive,0.96,2023.5,millisecond,http://salnikovcup.ru
largest-contentful-paint,Largest Contentful Paint,0.15,4175.0,millisecond,http://salnikovcup.ru
first-contentful-paint,First Contentful Paint,0.96,780.0,millisecond,http://salnikovcup.ru
interactive,Time to Interactive,0.93,2220.0,millisecond,http://snaiper44.ru
largest-contentful-paint,Largest Contentful Paint,0.37,2870.0,millisecond,http://snaiper44.ru
first-contentful-paint,First Contentful Paint,0.92,880.0,millisecond,http://snaiper44.ru
interactive,Time to Interactive,1.0,1044.0,millisecond,http://siyanie-nnov.ru
largest-contentful-paint,Largest Contentful Paint,0.07,5319.5,millisecond,http://siyanie-nnov.ru
first-contentful-paint,First Contentful Paint,0.89,954.0,millisecond,http://siyanie-nnov.ru
interactive,Time to Interactive,0.68,3591.5,millisecond,http://co-operate.ru
largest-contentful-paint,Largest Contentful Paint,0.33,3040.5,millisecond,http://co-operate.ru
first-contentful-paint,First Contentful Paint,0.67,1330.0,millisecond,http://co-operate.ru
interactive,Time to Interactive,0.88,2579.0,millisecond,http://younglawyers74.ru
largest-contentful-paint,Largest Contentful Paint,0.5,2399.0,millisecond,http://younglawyers74.ru
first-contentful-paint,First Contentful Paint,0.87,1005.0,millisecond,http://younglawyers74.ru
interactive,Time to Interactive,1.0,1040.0,millisecond,http://npeoe.ru
largest-contentful-paint,Largest Contentful Paint,0.8,1509.0,millisecond,http://npeoe.ru
first-contentful-paint,First Contentful Paint,0.85,1040.0,millisecond,http://npeoe.ru
interactive,Time to Interactive,1.0,991.5,millisecond,http://pgs-nn.ru
largest-contentful-paint,Largest Contentful Paint,0.87,1290.0,millisecond,http://pgs-nn.ru
first-contentful-paint,First Contentful Paint,0.92,880.0,millisecond,http://pgs-nn.ru
interactive,Time to Interactive,0.96,1992.0,millisecond,http://sro-igis.ru
largest-contentful-paint,Largest Contentful Paint,0.51,2352.0,millisecond,http://sro-igis.ru
first-contentful-paint,First Contentful Paint,0.3,1992.0,millisecond,http://sro-igis.ru
interactive,Time to Interactive,1.0,795.0,millisecond,http://albertina-edu.ru
largest-contentful-paint,Largest Contentful Paint,0.91,1155.0,millisecond,http://albertina-edu.ru
first-contentful-paint,First Contentful Paint,0.96,772.5,millisecond,http://albertina-edu.ru
interactive,Time to Interactive,1.0,690.0,millisecond,http://zoo-pskov.ru
largest-contentful-paint,Largest Contentful Paint,0.99,710.0,millisecond,http://zoo-pskov.ru
first-contentful-paint,First Contentful Paint,0.98,690.0,millisecond,http://zoo-pskov.ru
interactive,Time to Interactive,1.0,353.0,millisecond,http://dfdynamo.ru
largest-contentful-paint,Largest Contentful Paint,0.95,985.0,millisecond,http://dfdynamo.ru
first-contentful-paint,First Contentful Paint,1.0,260.0,millisecond,http://dfdynamo.ru
interactive,Time to Interactive,1.0,690.0,millisecond,http://fppfund.ru
largest-contentful-paint,Largest Contentful Paint,0.99,690.0,millisecond,http://fppfund.ru
first-contentful-paint,First Contentful Paint,0.98,690.0,millisecond,http://fppfund.ru
interactive,Time to Interactive,0.99,1357.0,millisecond,http://veteran-fond.ru
largest-contentful-paint,Largest Contentful Paint,0.36,2900.0,millisecond,http://veteran-fond.ru
first-contentful-paint,First Contentful Paint,0.66,1339.0,millisecond,http://veteran-fond.ru
interactive,Time to Interactive,1.0,714.0,millisecond,http://gimnastika174.ru
largest-contentful-paint,Largest Contentful Paint,0.89,1225.0,millisecond,http://gimnastika174.ru
first-contentful-paint,First Contentful Paint,0.97,703.0,millisecond,http://gimnastika174.ru
interactive,Time to Interactive,0.97,1815.0,millisecond,http://musliumovo-dosaafrt.ru
largest-contentful-paint,Largest Contentful Paint,0.97,840.0,millisecond,http://musliumovo-dosaafrt.ru
first-contentful-paint,First Contentful Paint,0.94,840.0,millisecond,http://musliumovo-dosaafrt.ru
interactive,Time to Interactive,0.99,1557.0,millisecond,http://kundalinishop.ru
largest-contentful-paint,Largest Contentful Paint,0.2,3820.0,millisecond,http://kundalinishop.ru
first-contentful-paint,First Contentful Paint,0.69,1300.0,millisecond,http://kundalinishop.ru
interactive,Time to Interactive,0.32,5577.0,millisecond,http://whitetantra.ru
largest-contentful-paint,Largest Contentful Paint,0.11,4698.5,millisecond,http://whitetantra.ru
first-contentful-paint,First Contentful Paint,0.49,1620.0,millisecond,http://whitetantra.ru
interactive,Time to Interactive,0.0,33310.0,millisecond,http://bereznik29.ru
largest-contentful-paint,Largest Contentful Paint,0.87,1305.5,millisecond,http://bereznik29.ru
first-contentful-paint,First Contentful Paint,0.96,759.0,millisecond,http://bereznik29.ru
interactive,Time to Interactive,1.0,1108.5,millisecond,http://hockey-ulk.ru
largest-contentful-paint,Largest Contentful Paint,0.8,1520.0,millisecond,http://hockey-ulk.ru
first-contentful-paint,First Contentful Paint,0.97,718.0,millisecond,http://hockey-ulk.ru
interactive,Time to Interactive,0.47,4674.5,millisecond,http://balblago.ru
largest-contentful-paint,Largest Contentful Paint,0.1,4792.5,millisecond,http://balblago.ru
first-contentful-paint,First Contentful Paint,0.54,1533.5,millisecond,http://balblago.ru
interactive,Time to Interactive,0.96,1960.5,millisecond,http://sro-sf.ru
largest-contentful-paint,Largest Contentful Paint,0.53,2300.5,millisecond,http://sro-sf.ru
first-contentful-paint,First Contentful Paint,0.31,1960.5,millisecond,http://sro-sf.ru
interactive,Time to Interactive,1.0,920.0,millisecond,http://chelswimming.ru
largest-contentful-paint,Largest Contentful Paint,0.82,1449.0,millisecond,http://chelswimming.ru
first-contentful-paint,First Contentful Paint,0.91,920.0,millisecond,http://chelswimming.ru
interactive,Time to Interactive,1.0,1212.0,millisecond,http://oeavl.ru
largest-contentful-paint,Largest Contentful Paint,0.81,1492.5,millisecond,http://oeavl.ru
first-contentful-paint,First Contentful Paint,0.78,1155.5,millisecond,http://oeavl.ru
interactive,Time to Interactive,1.0,845.0,millisecond,http://swimprim.ru
largest-contentful-paint,Largest Contentful Paint,0.12,4506.0,millisecond,http://swimprim.ru
first-contentful-paint,First Contentful Paint,0.94,845.0,millisecond,http://swimprim.ru
interactive,Time to Interactive,1.0,390.0,millisecond,http://kolybel.org
largest-contentful-paint,Largest Contentful Paint,1.0,465.0,millisecond,http://kolybel.org
first-contentful-paint,First Contentful Paint,1.0,390.0,millisecond,http://kolybel.org
interactive,Time to Interactive,1.0,1028.0,millisecond,http://anobiznes.ru
largest-contentful-paint,Largest Contentful Paint,0.7,1820.0,millisecond,http://anobiznes.ru
first-contentful-paint,First Contentful Paint,0.85,1028.0,millisecond,http://anobiznes.ru
interactive,Time to Interactive,0.0,24238.0,millisecond,http://business-dialogy.ru
largest-contentful-paint,Largest Contentful Paint,0.0,10085.0,millisecond,http://business-dialogy.ru
first-contentful-paint,First Contentful Paint,0.72,1247.5,millisecond,http://business-dialogy.ru
interactive,Time to Interactive,1.0,941.5,millisecond,http://sever-proekt.ru
largest-contentful-paint,Largest Contentful Paint,0.86,1351.5,millisecond,http://sever-proekt.ru
first-contentful-paint,First Contentful Paint,0.91,902.5,millisecond,http://sever-proekt.ru
lighthouseError,lighthouseError,lighthouseError,lighthouseError,lighthouseError,http://srodms.ru
interactive,Time to Interactive,1.0,933.0976791381836,millisecond,http://domouprav40.ru
largest-contentful-paint,Largest Contentful Paint,0.56,2198.0,millisecond,http://domouprav40.ru
first-contentful-paint,First Contentful Paint,0.95,813.0976791381836,millisecond,http://domouprav40.ru
interactive,Time to Interactive,1.0,875.0,millisecond,http://crab-dv.ru
largest-contentful-paint,Largest Contentful Paint,0.94,1035.0,millisecond,http://crab-dv.ru
first-contentful-paint,First Contentful Paint,0.92,875.0,millisecond,http://crab-dv.ru
interactive,Time to Interactive,0.98,1773.0,millisecond,http://kakchudo.ru
largest-contentful-paint,Largest Contentful Paint,0.8,1523.0,millisecond,http://kakchudo.ru
first-contentful-paint,First Contentful Paint,0.75,1213.0,millisecond,http://kakchudo.ru
interactive,Time to Interactive,1.0,487.0,millisecond,http://svnikolay.ru
largest-contentful-paint,Largest Contentful Paint,0.88,1280.0,millisecond,http://svnikolay.ru
first-contentful-paint,First Contentful Paint,1.0,487.0,millisecond,http://svnikolay.ru
interactive,Time to Interactive,0.98,1777.0,millisecond,http://russiandragon.ru
largest-contentful-paint,Largest Contentful Paint,0.53,2300.0,millisecond,http://russiandragon.ru
first-contentful-paint,First Contentful Paint,0.88,975.0,millisecond,http://russiandragon.ru
interactive,Time to Interactive,1.0,385.0,millisecond,http://sibex.ru
largest-contentful-paint,Largest Contentful Paint,0.99,635.0,millisecond,http://sibex.ru
first-contentful-paint,First Contentful Paint,1.0,385.0,millisecond,http://sibex.ru
interactive,Time to Interactive,1.0,816.0,millisecond,http://srospp.ru
largest-contentful-paint,Largest Contentful Paint,0.97,877.5,millisecond,http://srospp.ru
first-contentful-paint,First Contentful Paint,0.96,774.5,millisecond,http://srospp.ru
interactive,Time to Interactive,1.0,639.0,millisecond,http://аб-советник.рф
largest-contentful-paint,Largest Contentful Paint,0.96,907.0,millisecond,http://аб-советник.рф
first-contentful-paint,First Contentful Paint,0.99,639.0,millisecond,http://аб-советник.рф
lighthouseError,lighthouseError,lighthouseError,lighthouseError,lighthouseError,http://работамолодым.рф
interactive,Time to Interactive,1.0,611.0,millisecond,http://sro-kop.ru
largest-contentful-paint,Largest Contentful Paint,0.62,2026.0,millisecond,http://sro-kop.ru
first-contentful-paint,First Contentful Paint,1.0,522.0,millisecond,http://sro-kop.ru
interactive,Time to Interactive,0.17,7037.00741481781,millisecond,http://новгородскаяземля.рф
largest-contentful-paint,Largest Contentful Paint,0.42,2680.0,millisecond,http://новгородскаяземля.рф
first-contentful-paint,First Contentful Paint,0.84,1058.0,millisecond,http://новгородскаяземля.рф
interactive,Time to Interactive,0.95,2123.0,millisecond,http://himkimuslims.ru
largest-contentful-paint,Largest Contentful Paint,0.48,2469.0,millisecond,http://himkimuslims.ru
first-contentful-paint,First Contentful Paint,0.69,1300.0,millisecond,http://himkimuslims.ru
interactive,Time to Interactive,1.0,698.0,millisecond,http://donor-tambov.ru
largest-contentful-paint,Largest Contentful Paint,0.96,956.0,millisecond,http://donor-tambov.ru
first-contentful-paint,First Contentful Paint,0.98,698.0,millisecond,http://donor-tambov.ru
interactive,Time to Interactive,1.0,668.0,millisecond,http://gsomurman.ru
largest-contentful-paint,Largest Contentful Paint,0.98,790.0,millisecond,http://gsomurman.ru
first-contentful-paint,First Contentful Paint,1.0,402.0,millisecond,http://gsomurman.ru
interactive,Time to Interactive,0.98,1688.5,millisecond,http://lokoliga.ru
largest-contentful-paint,Largest Contentful Paint,0.47,2500.0,millisecond,http://lokoliga.ru
first-contentful-paint,First Contentful Paint,1.0,463.0,millisecond,http://lokoliga.ru
interactive,Time to Interactive,1.0,1286.0,millisecond,http://fedgym51.ru
largest-contentful-paint,Largest Contentful Paint,0.6,2095.0,millisecond,http://fedgym51.ru
first-contentful-paint,First Contentful Paint,0.85,1042.5,millisecond,http://fedgym51.ru
interactive,Time to Interactive,1.0,718.0,millisecond,http://eskdinamo.ru
largest-contentful-paint,Largest Contentful Paint,0.61,2052.0,millisecond,http://eskdinamo.ru
first-contentful-paint,First Contentful Paint,0.98,658.0,millisecond,http://eskdinamo.ru
interactive,Time to Interactive,0.88,2602.5,millisecond,http://dariedu.ru
largest-contentful-paint,Largest Contentful Paint,0.44,2620.5,millisecond,http://dariedu.ru
first-contentful-paint,First Contentful Paint,0.66,1346.5,millisecond,http://dariedu.ru
interactive,Time to Interactive,0.54,4286.5,millisecond,http://kdeparh.ru
largest-contentful-paint,Largest Contentful Paint,0.47,2505.0,millisecond,http://kdeparh.ru
first-contentful-paint,First Contentful Paint,0.7,1280.0,millisecond,http://kdeparh.ru
interactive,Time to Interactive,1.0,690.0,millisecond,http://futurefamily.ru
largest-contentful-paint,Largest Contentful Paint,0.99,710.0,millisecond,http://futurefamily.ru
first-contentful-paint,First Contentful Paint,0.98,690.0,millisecond,http://futurefamily.ru
interactive,Time to Interactive,1.0,690.0,millisecond,http://petrarka.ru
largest-contentful-paint,Largest Contentful Paint,0.99,710.0,millisecond,http://petrarka.ru
first-contentful-paint,First Contentful Paint,0.98,690.0,millisecond,http://petrarka.ru
interactive,Time to Interactive,0.91,2425.0,millisecond,http://enginclub.ru
largest-contentful-paint,Largest Contentful Paint,0.15,4185.0,millisecond,http://enginclub.ru
first-contentful-paint,First Contentful Paint,0.77,1166.0,millisecond,http://enginclub.ru
interactive,Time to Interactive,0.99,1543.0,millisecond,http://свет-жизни.рф
largest-contentful-paint,Largest Contentful Paint,0.57,2173.0,millisecond,http://свет-жизни.рф
first-contentful-paint,First Contentful Paint,0.97,717.0,millisecond,http://свет-жизни.рф
