vk,count_members,count_posts_all,count_posts_per_month,likes_overall_all,likes_mean_all,comments_overall_all,comments_mean_all,reposts_overall_all,reposts_mean_all,views_overall_all,views_mean_all,ads_overall_all,ads_mean_all,ogrn,shortName,fullName,field,website,group_id
https://vk.com/mipkpir,28.0,3.0,1.0,1.0,0.33,0.0,0.0,1.0,0.33,131.0,43.67,0.0,0.0,1205400036720,"АНО ДПО ""МИПКПИР""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""МЕЖДУНАРОДНЫЙ ИНСТИТУТ ПОВЫШЕНИЯ КВАЛИФИКАЦИИ, ПЕРЕПОДГОТОВКИ И РАЗВИТИЯ""","Образование, просвещение",mipkpir.ru,mipkpir
https://vk.com/mir_v_kazhdiy_dom,5518.0,1611.0,10.0,2578.0,128.9,29.0,1.45,2578.0,128.9,76615.0,3830.75,0.0,0.0,1177700004932,"БФ ""МИР В КАЖДЫЙ ДОМ""","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ СОЦИАЛЬНО-ОБЩЕСТВЕННЫХ ПРОЕКТОВ ""МИР В КАЖДЫЙ ДОМ""","Адресная помощь, благотворительность",fondmir.org,mir_v_kazhdiy_dom
https://vk.com/mir48,492.0,243.0,4.0,400.0,20.0,21.0,1.05,400.0,20.0,9789.0,489.45,0.0,0.0,1204800010260,"АНО ""АРТ ПРОСТРАНСТВО ОТКРЫТЫЙ МИР""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ СОЦИАЛЬНОЙ ИНТЕГРАЦИИ, АДАПТАЦИИ И СОЗДАНИЯ ИНКЛЮЗИВНОГО АРТ ПРОСТРАНСТВА ДЛЯ ИНВАЛИДОВ И ЛЮДЕЙ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ ЗДОРОВЬЯ ""ОТКРЫТЫЙ МИР""",Инвалиды,art-omir.ru,mir48
https://vk.com/mirbisofficial,5886.0,2220.0,5.0,133.0,6.65,3.0,0.15,133.0,6.65,3836.0,191.8,0.0,0.0,1167700057359,ИНСТИТУТ МИРБИС,АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ «МОСКОВСКАЯ МЕЖДУНАРОДНАЯ ВЫСШАЯ ШКОЛА БИЗНЕСА «МИРБИС» (ИНСТИТУТ),"Образование, просвещение",www.mirbis.ru,mirbisofficial
https://vk.com/mirdobra21,1532.0,10937.0,5.0,465.0,23.25,15.0,0.75,465.0,23.25,13109.0,655.45,0.0,0.0,1142100000602,"ЧРОО СРСПСЧ ""МИР ДОБРА""","ЧУВАШСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ СОДЕЙСТВИЯ В РЕШЕНИИ СОЦИАЛЬНЫХ ПРОБЛЕМ СЕМЬИ И ЧЕЛОВЕКА ""МИР ДОБРА""","Организации для семей, женщин, детей и подростков",http://www.mirdobra21.ru,mirdobra21
https://vk.com/misokmv,30.0,192.0,6.67,21.0,1.05,0.0,0.0,21.0,1.05,326.0,16.3,0.0,0.0,1162651074332,"АНО ДПО ""МИСО""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""МЕЖДУНАРОДНЫЙ ИНСТИТУТ СОВРЕМЕННОГО ОБРАЗОВАНИЯ""","Образование, просвещение",misokmv.ru,misokmv
https://vk.com/mk52_avtoshkola,161.0,107.0,2.5,40.0,2.0,2.0,0.1,40.0,2.0,4495.0,224.75,0.0,0.0,1095200000180,"ПО АНО ""АВТОШКОЛА ""МАСТЕР-КЛАСС""","ПРОФЕССИОНАЛЬНАЯ ОБРАЗОВАТЕЛЬНАЯ АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""АВТОШКОЛА ""МАСТЕР-КЛАСС""","Образование, просвещение",mk-52.ru,mk52_avtoshkola
https://vk.com/mkdshakhty,46.0,89.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,111.0,5.55,0.0,0.0,1136100005425,"СО АПНО ""ПРАВО НА ЗАЩИТУ""","СОЦИАЛЬНО ОРИЕНТИРОВАННАЯ АВТОНОМНАЯ ПРАВОЗАЩИТНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ПРАВО НА ЗАЩИТУ""",Правозащита,назащиту.рф,mkdshakhty
https://vk.com/mkp_ruy,1250.0,223.0,6.67,96.0,4.8,2.0,0.1,96.0,4.8,6579.0,328.95,0.0,0.0,1157700010291,АНО ЦМП РСМ,"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР МЕЖДУНАРОДНЫХ ПРОГРАММ РОССИЙСКОГО СОЮЗА МОЛОДЕЖИ""","Организации для семей, женщин, детей и подростков",mkp-ruy.ru,mkp_ruy
https://vk.com/mlshvl,232.0,841.0,10.0,86.0,4.3,0.0,0.0,86.0,4.3,2893.0,144.65,0.0,0.0,1042502959289,"АНПОО ""ДВЦНО""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ПРОФЕССИОНАЛЬНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР НЕПРЕРЫВНОГО ОБРАЗОВАНИЯ""","Образование, просвещение",mlsh.ru,mlshvl
https://vk.com/mm_spb,3552.0,1612.0,10.0,144.0,7.2,6.0,0.3,144.0,7.2,16118.0,805.9,0.0,0.0,1117800007599,"СПБООПМ ""МИР МОЛОДЕЖИ""","САНКТ-ПЕТЕРБУРГСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ В ПОДДЕРЖКУ МОЛОДЕЖИ ""МИР МОЛОДЕЖИ""","Организации для семей, женщин, детей и подростков",mm-spb.ru,mm_spb
https://vk.com/mmamos,4041.0,1877.0,10.0,154.0,7.7,6.0,0.3,154.0,7.7,17995.0,899.75,0.0,0.0,1027739634735,"ОЧУ ВО ""ММА""","ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКАЯ МЕЖДУНАРОДНАЯ АКАДЕМИЯ""","Образование, просвещение",mmamos.ru,mmamos
https://vk.com/mmapenza,2414.0,764.0,5.0,1033.0,51.65,22.0,1.1,1033.0,51.65,46466.0,2323.3,0.0,0.0,1165800050789,"ПРОО ""ФЕДЕРАЦИЯ СМЕШАННОГО БОЕВОГО ЕДИНОБОРСТВА (ММА)""","ПЕНЗЕНСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ СМЕШАННОГО БОЕВОГО ЕДИНОБОРСТВА (ММА)""",Спорт,mmapenza.ru,mmapenza
https://vk.com/mmatorpedo,,642.0,2.86,346.0,17.3,13.0,0.65,346.0,17.3,25712.0,1285.6,0.0,0.0,1137300000530,"РФСОО ""ФЕДЕРАЦИЯ СБИ ""ММА"" УЛЬЯНОВСКОЙ ОБЛАСТИ""","РЕГИОНАЛЬНАЯ ФИЗКУЛЬТУРНО-СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ СМЕШАННЫХ БОЕВЫХ ИСКУССТВ ""ММА"" УЛЬЯНОВСКОЙ ОБЛАСТИ""",Спорт,mma73.ru,mmatorpedo
https://vk.com/mmcoexpo,9925.0,1266.0,10.0,280.0,14.0,4.0,0.2,280.0,14.0,34641.0,1732.05,0.0,0.0,1177700003865,"АНО ""ММСО""",АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ «ДИРЕКЦИЯ МОСКОВСКОГО МЕЖДУНАРОДНОГО САЛОНА ОБРАЗОВАНИЯ»,"Образование, просвещение",educationweek.ru,mmcoexpo
https://vk.com/mmctransfer,4.0,4.0,4.0,8.0,2.0,0.0,0.0,8.0,2.0,78.0,19.5,0.0,0.0,1160280072479,"АНО ""ЦЛИТТ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""МЕЖРЕГИОНАЛЬНЫЙ МНОГОПРОФИЛЬНЫЙ ЦЕНТР ИНФОРМАЦИОННОЙ ЛОГИСТИКИ, ТРАНСФЕРА ПЕРЕДОВЫХ ТЕХНОЛОГИЙ И НАУЧНО-ТЕХНИЧЕСКИХ РАЗРАБОТОК""","Образование, просвещение",mmc-transfer.ru,mmctransfer
https://vk.com/mmdona,939.0,1498.0,2.5,78.0,3.9,3.0,0.15,78.0,3.9,2874.0,143.7,0.0,0.0,1096100001073,"РРМБОО ""МОЛОДЫЕ МЕДИКИ ДОНА""","РОСТОВСКАЯ РЕГИОНАЛЬНАЯ МОЛОДЕЖНАЯ БЛАГОТВОРИТЕЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""МОЛОДЫЕ МЕДИКИ ДОНА""",Профессиональная организация,mmdona.ru,mmdona
