issuer,notAfter,notBefore,website,error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 19 00:00:19 2022 GMT,Nov 21 00:00:20 2021 GMT,http://ica-ipsi.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 22 23:35:21 2022 GMT,Nov 24 23:35:22 2021 GMT,http://papakurgan.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  6 00:28:08 2022 GMT,Dec  6 00:28:09 2021 GMT,http://sport-dlia-vseh.ru,No error
,,,http://cheese-cluster.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
,,,http://fondkrsk.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'fondkrsk.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 23 19:16:25 2022 GMT,Dec 23 19:16:26 2021 GMT,http://prog42.ru,No error
,,,http://forma42.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'forma42.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 11 04:00:17 2022 GMT,Oct 13 04:00:18 2021 GMT,http://direct2023.ru,No error
"[[['countryName', 'US']], [['organizationName', 'Google Trust Services LLC']], [['commonName', 'GTS CA 1D4']]]",Mar  9 17:31:07 2022 GMT,Dec  9 17:31:08 2021 GMT,http://nkofestival.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 16 06:47:36 2022 GMT,Dec 16 06:47:37 2021 GMT,http://медпрофобучение.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 16 06:47:37 2022 GMT,Dec 16 06:47:38 2021 GMT,http://учебамедперсонала.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  4 08:16:09 2022 GMT,Dec  4 08:16:10 2021 GMT,http://ihc-vog.ru,No error
,,,http://dosaaf-alap.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://korkines.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1076)
,,,http://bfondhpk.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://rapsi-tv.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'GlobalSign GCC R3 DV TLS CA 2020']]]",Jun 13 07:39:51 2022 GMT,May 12 07:39:51 2021 GMT,http://uralcitizendonation.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 24 14:11:11 2022 GMT,Dec 24 14:11:12 2021 GMT,http://shkolapavlenko.ru,No error
,,,http://innovation45.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'innovation45.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', 'Cloudflare, Inc.']], [['commonName', 'Cloudflare Inc ECC CA-3']]]",Jun  7 23:59:59 2022 GMT,Jun  8 00:00:00 2021 GMT,http://морская-школа-спб.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 13 09:43:18 2022 GMT,Nov 15 09:43:19 2021 GMT,http://korablik-106.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 19 23:57:19 2022 GMT,Dec 19 23:57:20 2021 GMT,http://упк-бшф.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  7 01:30:38 2022 GMT,Jan  7 01:30:39 2022 GMT,http://mkst-smolensk.ru,No error
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'GlobalSign GCC R3 DV TLS CA 2020']]]",Nov  4 23:07:17 2022 GMT,Oct  3 23:07:17 2021 GMT,http://agr-city.ru,No error
,,,http://moo-biophotonics.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'moo-biophotonics.ru'. (_ssl.c:1076)"
,,,http://human-science.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'human-science.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 14 23:48:44 2022 GMT,Nov 16 23:48:45 2021 GMT,http://psychol0g.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 28 21:21:40 2022 GMT,Dec 28 21:21:41 2021 GMT,http://centergo.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 14 07:44:55 2022 GMT,Dec 14 07:44:56 2021 GMT,http://myvserasnye.ru,No error
,,,http://мывсеразные.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn--80adjbj0alvh2hh.xn--p1ai'. (_ssl.c:1076)"
,,,http://centrpacientov.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'centrpacientov.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', 'DigiCert Inc']], [['organizationalUnitName', 'www.digicert.com']], [['commonName', 'Thawte RSA CA 2018']]]",Mar 23 23:59:59 2022 GMT,Mar 15 00:00:00 2021 GMT,http://ano-rsi.ru,No error
,,,http://efoundation.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  6 17:17:47 2022 GMT,Nov  8 17:17:48 2021 GMT,http://empathy-foundation.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  9 17:35:49 2022 GMT,Nov 11 17:35:50 2021 GMT,http://fondyablonya.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  4 01:09:18 2022 GMT,Jan  4 01:09:19 2022 GMT,http://avangard-os.ru,No error
,,,http://frp37.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 20 09:46:37 2022 GMT,Dec 20 09:46:38 2021 GMT,http://npomed.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 24 00:15:42 2022 GMT,Nov 26 00:15:43 2021 GMT,http://frp63.ru,No error
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'GlobalSign RSA OV SSL CA 2018']]]",Jun 11 09:40:46 2022 GMT,May 10 09:40:46 2021 GMT,http://anodialog.ru,No error
,,,http://social-rf.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'social-rf.ru'. (_ssl.c:1076)"
,,,http://sfs65.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://dir-sp42.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 10 13:08:15 2022 GMT,Nov 12 13:08:16 2021 GMT,http://prokhorovfund.ru,No error
,,,http://integral26.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  1 08:34:04 2022 GMT,Dec  1 08:34:05 2021 GMT,http://von-meck.org,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  6 21:31:27 2022 GMT,Jan  6 21:31:28 2022 GMT,http://glavsudexpert.ru,No error
,,,http://главсудэксперт.рф,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Mar 10 23:59:59 2022 GMT,Dec 10 00:00:00 2021 GMT,http://sabil.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 10 12:02:42 2022 GMT,Dec 10 12:02:43 2021 GMT,http://planetary-spb.ru,No error
,,,http://ntiplatform.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  6 13:20:29 2022 GMT,Nov  8 13:20:30 2021 GMT,http://kroobnv.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 24 06:47:06 2022 GMT,Dec 24 06:47:07 2021 GMT,http://archaeology-perm.ru,No error
,,,http://help-nizhegorodka.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  9 20:43:56 2022 GMT,Dec  9 20:43:57 2021 GMT,http://rfrit.ru,No error
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'AlphaSSL CA - SHA256 - G2']]]",Jul  5 08:34:24 2022 GMT,Jun  3 08:34:24 2021 GMT,http://niisudexp.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 16 20:12:02 2022 GMT,Dec 16 20:12:03 2021 GMT,http://arkiagency.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 11 02:34:29 2022 GMT,Dec 11 02:34:30 2021 GMT,http://ano-orientir.ru,No error
,,,http://kadet-nsk.ru,SSLError : [SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1076)
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'AlphaSSL CA - SHA256 - G2']]]",Feb 16 09:20:19 2022 GMT,Jan 15 09:20:19 2021 GMT,http://fenixcentr.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 30 21:07:47 2022 GMT,Dec 30 21:07:48 2021 GMT,https://chetverg-fond.ru,No error
,,,http://centersports.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'centersports.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  8 22:48:47 2022 GMT,Dec  8 22:48:48 2021 GMT,http://nemovshow.ru,No error
,,,http://sintai74.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 13 06:34:25 2022 GMT,Nov 15 06:34:26 2021 GMT,http://fnwmoscow.ru,No error
,,,http://ai-so.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'AlphaSSL CA - SHA256 - G2']]]",Jan  4 07:36:50 2023 GMT,Dec  3 07:36:50 2021 GMT,http://invest-in-ural.ru,No error
,,,http://meet-in-ural.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  3 13:29:06 2022 GMT,Nov  5 13:29:07 2021 GMT,http://uvents.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  2 23:52:20 2022 GMT,Jan  2 23:52:21 2022 GMT,http://volleygrad.ru,No error
,,,http://alisa-blago.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', 'Cloudflare, Inc.']], [['commonName', 'Cloudflare Inc ECC CA-3']]]",Jun 26 23:59:59 2022 GMT,Jun 27 00:00:00 2021 GMT,http://www.britishdesign.ru,No error
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Dec  2 23:59:59 2022 GMT,Nov  2 00:00:00 2021 GMT,http://mykhabkray.ru,No error
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Dec  2 23:59:59 2022 GMT,Nov  2 00:00:00 2021 GMT,http://мойхабаровскийкрай.рф,No error
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Feb 22 23:59:59 2022 GMT,Nov 24 00:00:00 2021 GMT,http://bfsapfir.ru,No error
,,,http://голос-свободы.рф,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  3 03:32:25 2022 GMT,Dec  3 03:32:26 2021 GMT,http://digital62.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 31 05:32:52 2022 GMT,Dec 31 05:32:53 2021 GMT,http://digitalr.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 17 09:32:59 2022 GMT,Nov 19 09:33:00 2021 GMT,http://digitalstart62.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 27 04:45:40 2022 GMT,Dec 27 04:45:41 2021 GMT,http://digitalway62.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 21 12:17:03 2022 GMT,Dec 21 12:17:04 2021 GMT,http://aap-pro.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  4 22:50:34 2022 GMT,Dec  4 22:50:35 2021 GMT,http://www.opencityekb.ru,No error
,,,http://aoross.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 28 04:01:36 2022 GMT,Nov 30 04:01:37 2021 GMT,http://gastroindustry.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 11 03:23:29 2022 GMT,Dec 11 03:23:30 2021 GMT,http://nikel2art.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 25 07:25:06 2022 GMT,Oct 27 07:25:07 2021 GMT,http://pechengatour.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  3 01:35:15 2022 GMT,Dec  3 01:35:16 2021 GMT,http://worldtreecamp.ru,No error
,,,http://мойбизнес08.рф,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 20 00:38:03 2022 GMT,Dec 20 00:38:04 2021 GMT,http://центрфинансирования.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  4 05:45:16 2022 GMT,Jan  4 05:45:17 2022 GMT,http://rechegrad.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 30 12:25:54 2022 GMT,Dec 30 12:25:55 2021 GMT,http://центрразвития72.рф,No error
,,,http://science42.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 30 01:32:07 2022 GMT,Dec 30 01:32:08 2021 GMT,http://абитуриент42.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  4 00:18:35 2022 GMT,Jan  4 00:18:36 2022 GMT,http://ноц42.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 20 08:01:42 2022 GMT,Dec 20 08:01:43 2021 GMT,http://matrona-orel.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  5 07:02:32 2022 GMT,Nov  7 07:02:33 2021 GMT,http://fond02.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 23 23:51:18 2022 GMT,Oct 25 23:51:19 2021 GMT,http://vggi.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 19 16:32:43 2022 GMT,Dec 19 16:32:44 2021 GMT,http://sano.ru,No error
,,,http://irsro.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'irsro.ru'. (_ssl.c:1076)"
,,,http://frp42.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 22 18:27:02 2022 GMT,Dec 22 18:27:03 2021 GMT,http://sevnot.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 27 21:04:10 2022 GMT,Nov 29 21:04:11 2021 GMT,http://rugbysev.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 19 01:01:09 2022 GMT,Nov 21 01:01:10 2021 GMT,http://абелинт.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  9 05:30:39 2022 GMT,Nov 11 05:30:40 2021 GMT,http://shamanrf.ru,No error
"[[['countryName', 'US']], [['organizationName', 'DigiCert Inc']], [['organizationalUnitName', 'www.digicert.com']], [['commonName', 'Thawte RSA CA 2018']]]",Feb 17 23:59:59 2022 GMT,Feb 17 00:00:00 2021 GMT,http://tavrika-pro.ru,No error
,,,http://opway.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  2 23:08:16 2022 GMT,Jan  2 23:08:17 2022 GMT,http://soc-help.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  9 09:03:06 2022 GMT,Dec  9 09:03:07 2021 GMT,http://anipp.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 10 07:46:33 2022 GMT,Dec 10 07:46:34 2021 GMT,http://aniue.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 18 06:18:13 2022 GMT,Dec 18 06:18:14 2021 GMT,http://apaas.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  6 10:32:25 2022 GMT,Dec  6 10:32:26 2021 GMT,http://bg-mag.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  5 07:47:35 2022 GMT,Dec  5 07:47:36 2021 GMT,http://kn-mag.ru,No error
,,,http://таррос.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn--80a2afagb.xn--p1ai'. (_ssl.c:1076)"
